"","sampleID","sample.mass","d15N","d13C","Amt.N","per.N","Amt.C","per.C"
"1","SI_212",9,10.3989090909091,-11.9539314952601,0.780318496863356,0.0867020552070395,1.77358993075409,0.197065547861566
"2","SI_213",10,10.2999090909091,-12.90485071909,0.588203894970421,0.0588203894970421,0.876081381871411,0.0876081381871411
"3","SI_214",11,12.5579090909091,-12.146929575943,0.722691718772796,0.0656992471611632,1.10004415688115,0.100004014261922
"4","SI_215",12,10.2859090909091,-27.9940066959604,0.592005133630748,0.0493337611358957,0.493901302653439,0.0411584418877866
"5","SI_216",2,12.9379090909091,-11.4876287669293,0.71797818283399,0.358989091416995,1.30570593424131,0.652852967120653
"6","SI_217",3,11.8739090909091,-13.6803258525224,0.734551583393017,0.244850527797672,1.31426941993394,0.438089806644646
"7","SI_218",4,9.57890909090909,-15.5528094422549,0.67266741800289,0.168166854500723,1.04389807729961,0.260974519324903
"8","SI_219",5,10.8419090909091,-12.4787650612072,0.349866230967907,0.0699732461935814,-0.541797043575674,-0.108359408715135
"9","SI_220",9,10.3009090909091,-30.7383403728828,0.207547855525258,0.0230608728361398,-1.1058821333936,-0.122875792599289
"10","SI_221",10,12.1589090909091,-11.8323308938918,0.665825188414301,0.0665825188414301,0.781813978883965,0.0781813978883965
"11","SI_222",11,9.61090909090909,-7.98748848363483,0.478272072913759,0.0434792793557963,0.851841192531782,0.0774401084119802
"12","SI_223",12,11.5229090909091,-12.8253298880308,0.6751002107455,0.0562583508954583,0.959161005163645,0.079930083763637
"13","SI_224",2,11.7219090909091,-12.109290721792,0.32956761652176,0.16478380826088,-0.354712505339048,-0.177356252669524
"14","SI_225",3,11.1879090909091,-12.1427626166375,0.589952464754171,0.196650821584724,0.737753463788,0.245917821262667
"15","SI_226",4,11.5099090909091,-15.0678836588086,0.225413677228796,0.056353419307199,-0.735097014976306,-0.183774253744076
"16","SI_227",5,9.56590909090909,-7.68576406323161,0.388258741437212,0.0776517482874424,-0.326259633521591,-0.0652519267043183
"17","SI_228",9,11.1119090909091,-15.2278875476835,0.537039222602417,0.0596710247336019,0.224427744809471,0.0249364160899412
"18","SI_229",10,10.9509090909091,-10.8956470745751,0.35663243578329,0.035663243578329,-0.223221563736046,-0.0223221563736046
"19","SI_230",11,12.4819090909091,-10.7380005211266,0.915186444531763,0.0831987676847057,1.48035960614992,0.134578146013629
"20","SI_231",12,12.7399090909091,-12.4330874407537,0.476599527903215,0.0397166273252679,0.100809685214211,0.00840080710118427
"21","SI_232",2,12.5589090909091,-12.2700373855791,0.619602126304723,0.309801063152361,0.573942269732158,0.286971134866079
"22","SI_233",3,13.1099090909091,-7.42480689047454,0.76701416155221,0.25567138718407,0.924147398339735,0.308049132779912
"23","SI_234",4,12.7249090909091,-11.3708482403173,0.611543500344829,0.152885875086207,0.628223719364491,0.157055929841123
"24","SI_235",5,12.8329090909091,-9.48246648854482,0.467552579891636,0.0935105159783273,-0.243456251703314,-0.0486912503406628
