"","sampleID","sample.mass","d15N","d13C","Amt.N","per.N","Amt.C","per.C"
"1","SI_71b",1,10.388,-17.8331334867164,-1.1951918287771,-1.1951918287771,-5.60249373779988,-5.60249373779988
"2","SI_72a",2,13.265,-12.8591436837441,1.1050968601401,0.55254843007005,1.08097744078998,0.540488720394991
"3","SI_73a",3,10.99,-18.3278267506566,1.21113345025909,0.403711150086363,2.08907501279254,0.696358337597514
"4","SI_73b",4,7.583,-19.9518254807987,4.66156648363489,1.16539162090872,28.594950325251,7.14873758131276
"5","SI_74a",6,11.345,-18.2593426782849,1.49517283934896,0.249195473224826,2.88202922042185,0.480338203403641
"6","SI_74b",7,7.537,-20.1742161442238,4.7912730228447,0.6844675746921,27.7788759449215,3.9684108492745
"7","SI_75a",8,12.028,-18.1508597840385,1.28309965911098,0.160387457388873,2.08665658468583,0.260832073085729
"8","SI_75b",9,7.601,-19.9418569943108,5.27399653006057,0.585999614451174,30.1835673799891,3.35372970888768
"9","SI_76a",1,10.257,-18.454767441934,1.0057548010771,1.0057548010771,1.18022973028951,1.18022973028951
"10","SI_76b",2,7.568,-20.3539771789305,4.28117366541773,2.14058683270887,34.89698702285,17.448493511425
"11","SI_77a",3,10.929,-17.9093803190972,1.64042025422446,0.546806751408153,3.49718059364556,1.16572686454852
"12","SI_77b",4,7.475,-19.7732506349124,4.85212152833575,1.21303038208394,34.9934339357457,8.74835848393643
"13","SI_78",6,8.885,-9.3771600379296,-1.1257360690712,-0.187622678178534,18.9578045313695,3.15963408856159
"14","SI_79",7,7.65,-11.3601514392896,-1.37486826051198,-0.196409751501712,1.1692016981229,0.167028814017557
"15","SI_80",8,8.053,-9.43219019173404,-0.52896644350865,-0.0661208054385812,20.010884866157,2.50136060826962
"16","SI_81",9,10.123,-10.1635591956251,0.621536536542237,0.0690596151713597,4.28597510493132,0.47621945610348
"17","SI_82",1,11.686,-9.919530675166,0.570729827635168,0.570729827635168,1.28402866462967,1.28402866462967
"18","SI_83",2,11.743,-9.23814585997084,0.0331350747996702,0.0165675373998351,-0.535499905737491,-0.267749952868746
"19","SI_84",3,11.668,-9.06196492690477,-0.337813672820644,-0.112604557606881,-1.52966733184538,-0.509889110615127
"20","SI_85",4,11.566,-9.22731413593263,-0.230462085529944,-0.057615521382486,-0.0514273358976669,-0.0128568339744167
"21","SI_86",6,11.746,-9.97668429423224,0.170133871052612,0.0283556451754353,-0.898264121744554,-0.149710686957426
"22","SI_87",7,11.292,-8.01507142778939,-0.127294580149238,-0.0181849400213197,0.943127038707298,0.134732434101043
"23","SI_88",8,11.066,-7.64616780722423,-0.438470729055353,-0.0548088411319192,-0.915967015485699,-0.114495876935712
"24","SI_89",9,10.554,-8.26293407882519,-0.31127463899154,-0.03458607099906,0.646434278575654,0.0718260309528504
