"","sampleID","sample.mass","d15N","d13C","Amt.N","per.N","Amt.C","per.C"
"1","SI_669",9,12.6470909090909,-16.1766123891431,0.713938746090687,0.0793265273434097,0.815805764545426,0.0906450849494917
"2","SI_670",10,13.0270909090909,-14.381945634555,0.54731248190281,0.054731248190281,0.515742750508904,0.0515742750508904
"3","SI_671",11,12.9130909090909,-13.75672905888,0.263205340436401,0.023927758221491,-0.598097405948958,-0.0543724914499053
"4","SI_672",12,12.9550909090909,-15.5863225677438,0.398706192915026,0.0332255160762522,-0.401132237719589,-0.0334276864766324
"5","SI_673",2,12.4070909090909,-15.2383031384361,0.255092451168826,0.127546225584413,-0.127695733447311,-0.0638478667236556
"6","SI_674",3,14.1560909090909,-14.0276170788788,0.953268979484136,0.317756326494712,1.59344185771343,0.531147285904477
"7","SI_675",4,14.5590909090909,-13.261692303868,1.11693091874732,0.279232729686831,2.20443150177029,0.551107875442572
"8","SI_676",5,13.9940909090909,-14.5475253055914,0.695528728137345,0.139105745627469,0.625514974763628,0.125102994952726
"9","SI_677",9,13.6060909090909,-14.5408036123773,1.17122486999955,0.130136096666617,2.36965787036068,0.263295318928964
"10","SI_678",10,14.6030909090909,-13.657329521845,0.87565047158763,0.087565047158763,1.3247626231857,0.13247626231857
"11","SI_679",11,13.3720909090909,-14.8751713446147,1.12675999612919,0.102432726920836,2.31207360524387,0.210188509567625
"12","SI_680",12,14.2370909090909,-14.0344657601737,1.15219078364101,0.096015898636751,2.3511968235908,0.195933068632567
"13","SI_681",2,14.1250909090909,-14.3303249891772,1.19790379432177,0.598951897160885,2.55299026559075,1.27649513279538
"14","SI_682",3,13.9890909090909,-14.1178684850037,0.98072798931285,0.32690932977095,1.73779304264865,0.579264347549551
"15","SI_683",4,14.0610909090909,-14.3092133978404,0.986656639162232,0.246664159790558,1.58421133432849,0.396052833582123
"16","SI_684",5,14.7520909090909,-13.2449468178858,0.877912719556473,0.175582543911295,1.28776952561991,0.257553905123982
"17","SI_685",9,13.7000909090909,-12.5425879145592,1.29447838002617,0.143830931114018,2.84439078845064,0.31604342093896
"18","SI_686",10,15.3210909090909,-13.0159550858742,1.1228595685967,0.11228595685967,2.25271423947612,0.225271423947612
"19","SI_687",11,14.2640909090909,-13.9962793496753,1.13019237235778,0.102744761123435,2.27103327819392,0.206457570744901
"20","SI_688",12,14.2210909090909,-14.1847041517524,1.22606488110633,0.102172073425528,2.74512716004954,0.228760596670795
"21","SI_689",2,13.8040909090909,-14.1046092696459,0.890862138964332,0.445431069482166,1.38816921843762,0.694084609218809
"22","SI_690",3,14.1040909090909,-14.3372386135646,1.17559334883594,0.39186444961198,2.36987088243879,0.789956960812931
"23","SI_691",4,13.8930909090909,-13.6600232147345,0.91707301198265,0.229268252995662,1.39257146805197,0.348142867012993
"24","SI_692",5,14.4520909090909,-14.2367750675417,1.29143604655083,0.258287209310165,2.99541635183343,0.599083270366687
