Row,Analysis,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
14,36843,SI_93a,F,7,0.459,CO2,3,0,378.1,108.3,,,,,,,,,,,,,,,-0.0,3884,111422,111.422,-0.2,4114,117772,1.295,1.0,5542,0.477,159125,1.0569868,0.011949,-2.994,-2.994,1.428132,0.0039933,-6.537,-6.537,0.011147,-2.966,0.0019921,-6.538
14,36843,SI_93a,F,7,0.459,CO2,4,1,525.6,41.4,,,,,,,,,,,,,,,1.2,5275,97913,97.913,1.0,5590,103804,1.142,2.8,7580,0.422,140753,1.0601605,0.0119849,0,0,1.4375298,0.0040196,0,0,0.0111802,0,0.0020052,0
15,36844,SI_93b,F,8,1.536,N2,1,1,47.7,27.2,12.0,3807,70278,70.278,8.0,2507,46301,0.509,0.6588261,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
15,36844,SI_93b,F,8,1.536,N2,2,0,217.2,95.5,12.4,2071,53761,53.761,8.2,1379,35756,0.393,0.6650859,0.0074263,9.501,9.501,0.0037131,9.501,,,,,,,,,,,,,,,,,,,,,,,,
15,36844,SI_93b,F,8,1.536,CO2,3,0,370.3,121.4,,,,,,,,,,,,,,,0.0,11888,344386,344.386,-0.2,12636,363451,3.998,1.1,16878,1.469,489579,1.055358,0.0119316,-4.447,-4.447,1.4215978,0.0039754,-10.995,-10.995,0.0111315,-4.358,0.0019831,-10.997
15,36844,SI_93b,F,8,1.536,CO2,4,1,525.6,41.8,,,,,,,,,,,,,,,3.3,5269,97681,97.681,3.2,5583,103549,1.139,5.9,7570,0.421,140407,1.0600724,0.0119849,0,0,1.4374015,0.0040196,0,0,0.0111802,0,0.0020052,0
16,36845,SI_94a,F,9,0.432,N2,1,1,47.9,27,12.2,3795,69405,69.405,8.3,2499,45726,0.503,0.6588298,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
16,36845,SI_94a,F,9,0.432,N2,2,0,217.4,88.4,12.5,828,22051,22.051,8.4,552,14693,0.162,0.6663055,0.0074399,11.347,11.347,0.0037199,11.347,,,,,,,,,,,,,,,,,,,,,,,,
16,36845,SI_94a,F,9,0.432,CO2,3,0,378.5,108.3,,,,,,,,,,,,,,,0.2,3855,110437,110.437,0.0,4077,116557,1.282,1.4,5498,0.473,157649,1.0554203,0.0119317,-4.433,-4.433,1.4275056,0.0039917,-6.943,-6.943,0.01113,-4.494,0.0019913,-6.94
16,36845,SI_94a,F,9,0.432,CO2,4,1,525.8,41,,,,,,,,,,,,,,,1.3,5271,98370,98.37,1.1,5585,104284,1.147,2.9,7574,0.424,141405,1.0601199,0.0119849,0,0,1.4374859,0.0040196,0,0,0.0111802,0,0.0020052,0
17,36846,SI_94b,F,10,1.514,N2,1,1,47.9,27.2,12.1,3800,70065,70.065,8.1,2505,46198,0.508,0.6593587,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
17,36846,SI_94b,F,10,1.514,N2,2,0,217.2,96.1,12.5,2332,60410,60.41,8.3,1553,40183,0.442,0.665168,0.0074212,8.811,8.811,0.0037106,8.811,,,,,,,,,,,,,,,,,,,,,,,,
17,36846,SI_94b,F,10,1.514,CO2,3,0,369.3,122.9,,,,,,,,,,,,,,,0.1,13103,381487,381.487,-0.1,13933,402373,4.426,1.2,18591,1.626,541940,1.0547484,0.0119239,-5.083,-5.083,1.4205968,0.0039729,-11.608,-11.608,0.0111241,-5.017,0.0019819,-11.61
17,36846,SI_94b,F,10,1.514,CO2,4,1,525.8,41.8,,,,,,,,,,,,,,,3.6,5264,97761,97.761,3.6,5579,103640,1.14,6.3,7564,0.422,140510,1.0601375,0.0119849,0,0,1.4372812,0.0040196,0,0,0.0111802,0,0.0020052,0
18,36847,SAL_Std_02,F,11,0.44,N2,1,1,47.7,27.2,12.3,3788,69815,69.815,8.3,2495,46000,0.506,0.6588758,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
18,36847,SAL_Std_02,F,11,0.44,N2,2,0,216.9,90.1,12.6,962,25534,25.534,8.5,642,17022,0.187,0.6666547,0.0074433,11.806,11.806,0.0037216,11.806,,,,,,,,,,,,,,,,,,,,,,,,
18,36847,SAL_Std_02,F,11,0.44,CO2,3,0,377,110.8,,,,,,,,,,,,,,,0.3,4885,140095,140.095,0.1,5144,147140,1.619,1.5,6959,0.599,199767,1.050288,0.0118725,-9.377,-9.377,1.4259403,0.0039878,-7.902,-7.902,0.0110711,-9.758,0.0019894,-7.889
18,36847,SAL_Std_02,F,11,0.44,CO2,4,1,525.6,41,,,,,,,,,,,,,,,1.6,5265,97681,97.681,1.5,5580,103564,1.139,3.5,7565,0.421,140397,1.0602297,0.0119849,0,0,1.4372985,0.0040196,0,0,0.0111802,0,0.0020052,0
19,36848,GA1_Std_02,F,12,0.565,N2,1,1,47.7,27.2,12.1,3792,70014,70.014,8.2,2500,46165,0.508,0.6593686,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
19,36848,GA1_Std_02,F,12,0.565,N2,2,0,216.9,89,12.5,937,24781,24.781,8.4,616,16273,0.179,0.6566896,0.0073265,-4.063,-4.063,0.0036633,-4.063,,,,,,,,,,,,,,,,,,,,,,,,
19,36848,GA1_Std_02,F,12,0.565,CO2,3,0,376.4,112.2,,,,,,,,,,,,,,,0.1,5409,154927,154.927,-0.1,5660,161641,1.778,1.3,7701,0.662,220809,1.0433375,0.0117934,-15.977,-15.977,1.4252467,0.0039858,-8.395,-8.395,0.0109922,-16.815,0.0019884,-8.367
19,36848,GA1_Std_02,F,12,0.565,CO2,4,1,525.6,41,,,,,,,,,,,,,,,1.7,5264,97715,97.715,1.5,5578,103605,1.14,3.5,7563,0.421,140447,1.060277,0.0119849,0,0,1.4373133,0.0040196,0,0,0.0111802,0,0.0020052,0
20,36849,GA2_Std_02,G,1,0.564,N2,1,1,47.9,27.2,12.1,3785,69860,69.86,8.1,2496,46065,0.507,0.6593954,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
20,36849,GA2_Std_02,G,1,0.564,N2,2,0,217.4,89,12.5,929,24582,24.582,8.3,610,16122,0.177,0.6558505,0.0073169,-5.376,-5.376,0.0036584,-5.376,,,,,,,,,,,,,,,,,,,,,,,,
20,36849,GA2_Std_02,G,1,0.564,CO2,3,0,376.8,112.2,,,,,,,,,,,,,,,0.1,5421,155336,155.336,-0.1,5751,164315,1.807,1.3,7720,0.664,221417,1.0577987,0.0119571,-2.312,-2.312,1.4254029,0.0039863,-8.276,-8.276,0.0111559,-2.17,0.0019886,-8.28
20,36849,GA2_Std_02,G,1,0.564,CO2,4,1,525.6,40.5,,,,,,,,,,,,,,,1.7,5263,97620,97.62,1.6,5577,103501,1.139,3.5,7561,0.421,140309,1.0602502,0.0119849,0,0,1.4372985,0.0040196,0,0,0.0111802,0,0.0020052,0
21,36850,SI_95a,G,2,0.453,N2,1,1,47.9,27.2,12.1,3791,70331,70.331,8.2,2497,46340,0.51,0.6588895,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
21,36850,SI_95a,G,2,0.453,N2,2,0,217.2,88.8,12.5,856,22790,22.79,8.4,571,15200,0.167,0.6669637,0.0074465,12.254,12.254,0.0037233,12.254,,,,,,,,,,,,,,,,,,,,,,,,
21,36850,SI_95a,G,2,0.453,CO2,3,0,378.1,109.3,,,,,,,,,,,,,,,0.1,4177,119751,119.751,-0.1,4419,126405,1.39,1.3,5954,0.512,170826,1.0555712,0.0119313,-4.468,-4.468,1.4265135,0.0039893,-7.532,-7.532,0.0111298,-4.509,0.0019901,-7.53
21,36850,SI_95a,G,2,0.453,CO2,4,1,525.8,40.8,,,,,,,,,,,,,,,1.3,5261,98391,98.391,1.2,5577,104325,1.148,3.0,7560,0.424,141421,1.0603083,0.0119849,0,0,1.4373396,0.0040196,0,0,0.0111802,0,0.0020052,0
22,36851,SI_95b,G,3,1.488,N2,1,1,47.9,27.2,12.1,3777,69696,69.696,8.1,2490,45957,0.506,0.6593886,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
22,36851,SI_95b,G,3,1.488,N2,2,0,217.2,95.7,12.5,2287,59008,59.008,8.3,1523,39260,0.432,0.6653407,0.0074228,9.027,9.027,0.0037114,9.027,,,,,,,,,,,,,,,,,,,,,,,,
22,36851,SI_95b,G,3,1.488,CO2,3,0,369.3,123.1,,,,,,,,,,,,,,,0.1,13041,378312,378.312,-0.1,13869,399057,4.39,1.2,18503,1.613,537504,1.0548355,0.0119249,-5.004,-5.004,1.4207956,0.0039738,-11.395,-11.395,0.011125,-4.94,0.0019823,-11.396
22,36851,SI_95b,G,3,1.488,CO2,4,1,525.8,41.8,,,,,,,,,,,,,,,3.6,5261,97582,97.582,3.6,5576,103450,1.138,6.4,7559,0.421,140242,1.0601408,0.0119849,0,0,1.4371717,0.0040196,0,0,0.0111802,0,0.0020052,0
23,36852,SI_96a,G,4,0.49,N2,1,1,47.9,27.2,12.3,3784,69715,69.715,8.4,2495,45968,0.506,0.6593704,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
23,36852,SI_96a,G,4,0.49,N2,2,0,216.7,90.7,12.7,947,25581,25.581,8.5,633,17073,0.188,0.667386,0.0074458,12.156,12.156,0.0037229,12.156,,,,,,,,,,,,,,,,,,,,,,,,
23,36852,SI_96a,G,4,0.49,CO2,3,0,377.2,111,,,,,,,,,,,,,,,0.3,4465,129499,129.499,0.1,4723,136683,1.504,1.5,6362,0.554,184692,1.0554712,0.0119308,-4.51,-4.51,1.4261992,0.0039886,-7.708,-7.708,0.0111294,-4.547,0.0019897,-7.706
23,36852,SI_96a,G,4,0.49,CO2,4,1,525.6,41,,,,,,,,,,,,,,,1.5,5261,97498,97.498,1.4,5575,103373,1.137,3.3,7558,0.42,140132,1.0602525,0.0119849,0,0,1.4372779,0.0040196,0,0,0.0111802,0,0.0020052,0
24,36853,SI_96b,G,5,1.528,N2,1,1,47.9,27.2,12.1,3775,69679,69.679,8.2,2489,45943,0.505,0.6593612,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
24,36853,SI_96b,G,5,1.528,N2,2,0,217.4,96.6,12.5,2400,62205,62.205,8.4,1598,41384,0.455,0.6652784,0.0074224,8.974,8.974,0.0037112,8.974,,,,,,,,,,,,,,,,,,,,,,,,
24,36853,SI_96b,G,5,1.528,CO2,3,0,369.1,124.1,,,,,,,,,,,,,,,0.1,13287,387644,387.644,-0.1,14124,408727,4.496,1.3,18841,1.651,550480,1.0543866,0.0119189,-5.507,-5.507,1.4200656,0.0039719,-11.858,-11.858,0.0111191,-5.461,0.0019814,-11.859
24,36853,SI_96b,G,5,1.528,CO2,4,1,525.6,41.6,,,,,,,,,,,,,,,3.7,5255,97503,97.503,3.7,5569,103375,1.137,6.6,7549,0.42,140122,1.0602249,0.0119849,0,0,1.4371074,0.0040196,0,0,0.0111802,0,0.0020052,0
25,36854,Blank,G,6,0,N2,1,1,47.9,27.2,12.4,3781,69778,69.778,8.4,2493,46011,0.506,0.6593915,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
25,36854,Blank,G,6,0,CO2,2,1,525.6,39.9,,,,,,,,,,,,,,,0.1,5254,97356,97.356,-0.1,5568,103242,1.136,1.2,7550,0.42,139945,1.0604637,0.0119849,0,0,1.4374627,0.0040196,0,0,0.0111802,0,0.0020052,0
26,36855,SI_97,G,7,0.485,N2,1,1,47.7,27.2,11.9,3775,69622,69.622,8.0,2487,45874,0.505,0.6588998,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
26,36855,SI_97,G,7,0.485,N2,2,0,216.7,84.9,12.4,481,12992,12.992,8.2,320,8656,0.095,0.6662936,0.0074389,11.221,11.221,0.0037195,11.221,,,,,,,,,,,,,,,,,,,,,,,,
26,36855,SI_97,G,7,0.485,CO2,3,0,378.7,106.6,,,,,,,,,,,,,,,0.0,2963,85638,85.638,-0.2,3135,90475,0.995,1.1,4228,0.367,122324,1.0564797,0.0119412,-3.643,-3.643,1.4283876,0.0039946,-6.21,-6.21,0.0111391,-3.675,0.0019928,-6.208
26,36855,SI_97,G,7,0.485,CO2,4,1,525.6,41.2,,,,,,,,,,,,,,,1.0,5259,97550,97.55,0.8,5574,103436,1.138,2.5,7557,0.421,140210,1.0603428,0.0119849,0,0,1.4373132,0.0040196,0,0,0.0111802,0,0.0020052,0
27,36856,SI_98,G,8,0.71,N2,1,1,47.9,27.2,12.0,3785,69869,69.869,8.1,2495,46070,0.507,0.6593785,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
27,36856,SI_98,G,8,0.71,N2,2,0,216.9,86.7,12.5,707,18735,18.735,8.3,471,12478,0.137,0.6659886,0.0074301,10.025,10.025,0.0037151,10.025,,,,,,,,,,,,,,,,,,,,,,,,
27,36856,SI_98,G,8,0.71,CO2,3,0,377.2,109.7,,,,,,,,,,,,,,,0.0,4411,126022,126.022,-0.2,4663,132931,1.462,1.2,6285,0.539,179731,1.054827,0.0119225,-5.205,-5.205,1.426188,0.0039885,-7.728,-7.728,0.011121,-5.292,0.0019897,-7.725
