Row,Analysis,Date,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
14,41140,11/10/22,SI_288,B,2,0.429,N2,1,1,47.7,26.8,12.8,3309,60727,60.727,8.5,2178,39986,0.44,0.6584591,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
14,41140,11/10/22,SI_288,B,2,0.429,N2,2,0,215.5,76.1,13.7,1145,25832,25.832,9.0,766,17259,0.19,0.6681421,0.0074646,14.706,14.706,0.0037323,14.706,,,,,,,,,,,,,,,,,,,,,,,,
14,41140,11/10/22,SI_288,B,2,0.429,CO2,3,0,362.2,99.3,,,,,,,,,,,,,,,1.2,4995,123460,123.46,0.6,5308,130851,1.439,2.8,7078,0.526,175199,1.0598656,0.011962,-1.907,-1.907,1.4190772,0.0039748,-11.133,-11.133,0.011162,-1.629,0.0019829,-11.142
14,41140,11/10/22,SI_288,B,2,0.429,CO2,4,1,525.4,41,,,,,,,,,,,,,,,3.2,5266,97769,97.769,2.6,5589,103820,1.142,5.7,7554,0.421,140303,1.0618904,0.0119849,0,0,1.435054,0.0040196,0,0,0.0111802,0,0.0020052,0
15,41141,11/10/22,SI_289,B,3,0.45,N2,1,1,47.7,27,13.1,3306,61365,61.365,8.8,2177,40405,0.444,0.6584361,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
15,41141,11/10/22,SI_289,B,3,0.45,N2,2,0,215.3,76.1,13.9,1217,27405,27.405,9.2,814,18300,0.201,0.6677455,0.0074604,14.139,14.139,0.0037302,14.139,,,,,,,,,,,,,,,,,,,,,,,,
15,41141,11/10/22,SI_289,B,3,0.45,CO2,3,0,361.8,100.3,,,,,,,,,,,,,,,1.4,5262,130249,130.249,0.8,5592,137993,1.518,3.1,7459,0.555,184942,1.0594608,0.0119579,-2.252,-2.252,1.4199112,0.0039771,-10.551,-10.551,0.0111576,-2.02,0.001984,-10.558
15,41141,11/10/22,SI_289,B,3,0.45,CO2,4,1,525.4,41.2,,,,,,,,,,,,,,,3.2,5267,97664,97.664,2.7,5590,103705,1.141,5.7,7556,0.42,140153,1.0618516,0.0119849,0,0,1.4350523,0.0040196,0,0,0.0111802,0,0.0020052,0
16,41142,11/10/22,SI_290,B,4,0.468,N2,1,1,47.4,27,13.2,3305,61215,61.215,8.9,2176,40308,0.443,0.6584671,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
16,41142,11/10/22,SI_290,B,4,0.468,N2,2,0,215.3,75.7,13.9,1160,26160,26.16,9.2,775,17456,0.192,0.667282,0.0074549,13.387,13.387,0.0037274,13.387,,,,,,,,,,,,,,,,,,,,,,,,
16,41142,11/10/22,SI_290,B,4,0.468,CO2,3,0,362,98.2,,,,,,,,,,,,,,,1.4,5192,128432,128.432,0.8,5515,136013,1.496,3.1,7365,0.547,182435,1.0590297,0.0119531,-2.651,-2.651,1.420478,0.003979,-10.09,-10.09,0.0111526,-2.466,0.001985,-10.096
16,41142,11/10/22,SI_290,B,4,0.468,CO2,4,1,525.4,41.2,,,,,,,,,,,,,,,3.2,5265,97468,97.468,2.8,5589,103496,1.138,5.9,7554,0.42,139862,1.061845,0.0119849,0,0,1.434957,0.0040196,0,0,0.0111802,0,0.0020052,0
17,41143,11/10/22,SI_291,B,5,0.454,N2,1,1,47.4,26.8,13.2,3305,60935,60.935,8.9,2176,40127,0.441,0.6585237,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
17,41143,11/10/22,SI_291,B,5,0.454,N2,2,0,215.5,75,13.9,971,21955,21.955,9.2,648,14636,0.161,0.6666141,0.0074468,12.286,12.286,0.0037234,12.286,,,,,,,,,,,,,,,,,,,,,,,,
17,41143,11/10/22,SI_291,B,5,0.454,CO2,3,0,362.4,98.4,,,,,,,,,,,,,,,1.4,4763,117887,117.887,0.8,5053,124748,1.372,3.2,6757,0.502,167484,1.0582017,0.0119436,-3.438,-3.438,1.4207155,0.0039796,-9.936,-9.936,0.0111431,-3.316,0.0019853,-9.939
17,41143,11/10/22,SI_291,B,5,0.454,CO2,4,1,525.4,41,,,,,,,,,,,,,,,3.2,5265,97732,97.732,2.7,5588,103777,1.142,5.8,7553,0.421,140243,1.0618528,0.0119849,0,0,1.434973,0.0040196,0,0,0.0111802,0,0.0020052,0
18,41144,11/10/22,GA2_Std_02,B,6,0.551,N2,1,1,47.4,27,13.2,3305,60893,60.893,8.9,2176,40099,0.441,0.6585153,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
18,41144,11/10/22,GA2_Std_02,B,6,0.551,N2,2,0,215.3,75.7,13.9,1062,23795,23.795,9.2,697,15591,0.171,0.6552034,0.0073194,-5.029,-5.029,0.0036597,-5.029,,,,,,,,,,,,,,,,,,,,,,,,
18,41144,11/10/22,GA2_Std_02,B,6,0.551,CO2,3,0,360.9,101.4,,,,,,,,,,,,,,,1.4,6132,151337,151.337,0.8,6519,160292,1.763,3.2,8703,0.645,215061,1.0591734,0.0119547,-2.514,-2.514,1.4210796,0.0039809,-9.618,-9.618,0.0111541,-2.337,0.0019859,-9.623
18,41144,11/10/22,GA2_Std_02,B,6,0.551,CO2,4,1,525.2,41.2,,,,,,,,,,,,,,,3.5,5258,97742,97.742,3.0,5582,103786,1.142,6.2,7545,0.421,140248,1.0618429,0.0119849,0,0,1.4348798,0.0040196,0,0,0.0111802,0,0.0020052,0
19,41145,11/10/22,SAL_Std_02,B,7,0.544,N2,1,1,47.7,26.8,13.2,3302,60841,60.841,9.0,2174,40066,0.441,0.6585335,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
19,41145,11/10/22,SAL_Std_02,B,7,0.544,N2,2,0,215.7,76.7,14.0,1387,31134,31.134,9.3,925,20745,0.228,0.6663323,0.0074435,11.843,11.843,0.0037218,11.843,,,,,,,,,,,,,,,,,,,,,,,,
19,41145,11/10/22,SAL_Std_02,B,7,0.544,CO2,3,0,360.5,102.8,,,,,,,,,,,,,,,1.5,7005,173780,173.78,0.9,7398,182769,2.01,3.3,9942,0.741,247008,1.0517247,0.0118708,-9.513,-9.513,1.4213856,0.0039818,-9.388,-9.388,0.0110701,-9.849,0.0019864,-9.376
19,41145,11/10/22,SAL_Std_02,B,7,0.544,CO2,4,1,525.4,41.4,,,,,,,,,,,,,,,3.6,5260,97653,97.653,3.1,5582,103691,1.141,6.3,7545,0.42,140118,1.0618264,0.0119849,0,0,1.4348554,0.0040196,0,0,0.0111802,0,0.0020052,0
20,41146,11/10/22,GA1_Std_02,B,8,0.598,N2,1,1,47.4,27,13.3,3300,60839,60.839,9.0,2173,40064,0.441,0.6585249,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
20,41146,11/10/22,GA1_Std_02,B,8,0.598,N2,2,0,215.5,75.9,14.0,1157,25902,25.902,9.3,759,16988,0.187,0.6558645,0.0073267,-4.04,-4.04,0.0036633,-4.04,,,,,,,,,,,,,,,,,,,,,,,,
20,41146,11/10/22,GA1_Std_02,B,8,0.598,CO2,3,0,360.7,102.2,,,,,,,,,,,,,,,1.5,6680,165114,165.114,0.9,7007,172506,1.898,3.3,9482,0.704,234700,1.0447717,0.0117928,-16.024,-16.024,1.4214458,0.0039821,-9.324,-9.324,0.010992,-16.831,0.0019866,-9.296
20,41146,11/10/22,GA1_Std_02,B,8,0.598,CO2,4,1,525.4,41.4,,,,,,,,,,,,,,,3.6,5257,97565,97.565,3.2,5581,103594,1.14,6.4,7542,0.42,139989,1.0617859,0.0119849,0,0,1.4348236,0.0040196,0,0,0.0111802,0,0.0020052,0
21,41147,11/10/22,SI_292,B,9,0.426,N2,1,1,47.4,27,13.3,3300,60780,60.78,9.0,2172,40026,0.44,0.6585411,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
21,41147,11/10/22,SI_292,B,9,0.426,N2,2,0,215.3,75.9,14.0,1190,26751,26.751,9.3,796,17875,0.197,0.6682118,0.0074644,14.685,14.685,0.0037322,14.685,,,,,,,,,,,,,,,,,,,,,,,,
21,41147,11/10/22,SI_292,B,9,0.426,CO2,3,0,362,98.2,,,,,,,,,,,,,,,1.5,5121,126268,126.268,1.0,5445,133845,1.472,3.4,7269,0.538,179470,1.060005,0.0119642,-1.727,-1.727,1.4213394,0.0039818,-9.396,-9.396,0.0111634,-1.501,0.0019863,-9.403
21,41147,11/10/22,SI_292,B,9,0.426,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,3.3,5259,97664,97.664,2.8,5583,103703,1.141,5.9,7544,0.42,140130,1.0618388,0.0119849,0,0,1.4348209,0.0040196,0,0,0.0111802,0,0.0020052,0
22,41148,11/10/22,SI_293,B,10,0.521,N2,1,1,47.4,27,13.2,3298,60738,60.738,9.0,2171,39996,0.44,0.6584966,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
22,41148,11/10/22,SI_293,B,10,0.521,N2,2,0,215.3,76.3,14.0,1432,32024,32.024,9.3,958,21389,0.235,0.6679034,0.0074615,14.285,14.285,0.0037307,14.285,,,,,,,,,,,,,,,,,,,,,,,,
22,41148,11/10/22,SI_293,B,10,0.521,CO2,3,0,361.2,101.8,,,,,,,,,,,,,,,1.5,6129,150985,150.985,0.9,6517,159973,1.76,3.3,8701,0.644,214656,1.0595325,0.0119597,-2.1,-2.1,1.4217071,0.0039825,-9.21,-9.21,0.0111589,-1.908,0.0019867,-9.216
22,41148,11/10/22,SI_293,B,10,0.521,CO2,4,1,525.4,41.2,,,,,,,,,,,,,,,3.6,5256,97619,97.619,3.1,5579,103648,1.14,6.3,7541,0.42,140076,1.0617626,0.0119849,0,0,1.4349226,0.0040196,0,0,0.0111802,0,0.0020052,0
23,41149,11/10/22,SI_294,B,11,0.466,N2,1,1,47.7,26.8,13.3,3297,60497,60.497,9.0,2171,39835,0.438,0.6584694,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
23,41149,11/10/22,SI_294,B,11,0.466,N2,2,0,215.5,75.7,14.0,1116,25089,25.089,9.4,745,16747,0.184,0.6675271,0.0074576,13.756,13.756,0.0037288,13.756,,,,,,,,,,,,,,,,,,,,,,,,
23,41149,11/10/22,SI_294,B,11,0.466,CO2,3,0,362.2,98.4,,,,,,,,,,,,,,,1.5,5018,123695,123.695,1.0,5333,131086,1.442,3.4,7124,0.528,175876,1.0597488,0.0119619,-1.914,-1.914,1.4218442,0.003983,-9.102,-9.102,0.0111611,-1.712,0.0019869,-9.108
23,41149,11/10/22,SI_294,B,11,0.466,CO2,4,1,525.4,40.8,,,,,,,,,,,,,,,3.3,5257,97398,97.398,2.8,5579,103416,1.138,5.9,7540,0.419,139757,1.0617805,0.0119849,0,0,1.4349048,0.0040196,0,0,0.0111802,0,0.0020052,0
24,41150,11/10/22,SI_295,B,12,0.506,N2,1,1,47.4,27,13.3,3297,60738,60.738,9.0,2173,40037,0.44,0.6591769,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
24,41150,11/10/22,SI_295,B,12,0.506,N2,2,0,215.3,76.7,14.0,1343,30187,30.187,9.3,899,20181,0.222,0.6685345,0.0074608,14.196,14.196,0.0037304,14.196,,,,,,,,,,,,,,,,,,,,,,,,
24,41150,11/10/22,SI_295,B,12,0.506,CO2,3,0,361.4,100.3,,,,,,,,,,,,,,,1.5,5847,144466,144.466,1.0,6217,153082,1.684,3.4,8303,0.616,205442,1.0596395,0.0119609,-1.997,-1.997,1.4220834,0.0039838,-8.907,-8.907,0.01116,-1.809,0.0019873,-8.912
24,41150,11/10/22,SI_295,B,12,0.506,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,3.5,5253,97588,97.588,3.0,5576,103615,1.14,6.1,7536,0.42,140026,1.0617595,0.0119849,0,0,1.4348631,0.0040196,0,0,0.0111802,0,0.0020052,0
25,41151,11/10/22,Blank,C,1,0,N2,1,1,47.4,27,13.3,3295,60706,60.706,9.0,2172,40015,0.44,0.659166,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
25,41151,11/10/22,Blank,C,1,0,CO2,2,0,367.4,58.9,,,,,,,,,,,,,,,1.6,50,1247,1.247,1.1,53,1305,0.014,3.5,71,0.005,1778,1.0466416,0.0118123,-14.401,-14.401,1.4252779,0.003992,-6.85,-6.85,0.0110104,-15.183,0.0019915,-6.823
25,41151,11/10/22,Blank,C,1,0,CO2,3,1,525.2,40.5,,,,,,,,,,,,,,,1.5,5256,97447,97.447,0.9,5578,103482,1.138,3.2,7539,0.42,139847,1.0619342,0.0119849,0,0,1.4351078,0.0040196,0,0,0.0111802,0,0.0020052,0
26,41152,11/10/22,SI_296,C,2,0.444,N2,1,1,47.4,27,12.9,3296,60718,60.718,8.6,2172,40022,0.44,0.6591486,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
