Row,Analysis,Date,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
1,41763,11/16/22,Dummy,A,1,0.736,N2,1,1,47.4,27,12.9,3409,62814,62.814,8.4,2246,41399,0.455,0.6590814,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
1,41763,11/16/22,Dummy,A,1,0.736,N2,2,0,213.8,77.7,14.0,1994,43196,43.196,9.1,1331,28806,0.317,0.6668601,0.0074432,11.802,11.802,0.0037216,11.802,,,,,,,,,,,,,,,,,,,,,,,,
1,41763,11/16/22,Dummy,A,1,0.736,CO2,3,0,361.8,102,,,,,,,,,,,,,,,0.8,9782,241724,241.724,0.1,10361,254332,2.798,2.3,14069,1.044,347936,1.052162,0.0118786,-8.863,-8.863,1.4393947,0.0040332,3.387,3.387,0.0110726,-9.628,0.002012,3.412
1,41763,11/16/22,Dummy,A,1,0.736,CO2,4,1,525.2,41,,,,,,,,,,,,,,,2.5,5415,100185,100.185,1.9,5746,106353,1.17,4.8,7766,0.431,143719,1.0615712,0.0119849,0,0,1.4345356,0.0040196,0,0,0.0111802,0,0.0020052,0
2,41764,11/16/22,Blank,A,2,0,N2,1,1,47.4,27,13.7,3403,62814,62.814,9.2,2241,41375,0.455,0.6586814,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
2,41764,11/16/22,Blank,A,2,0,CO2,2,1,525.2,41.2,,,,,,,,,,,,,,,0.9,5414,100218,100.218,0.3,5743,106375,1.17,2.4,7766,0.432,143836,1.0614338,0.0119849,0,0,1.4352314,0.0040196,0,0,0.0111802,0,0.0020052,0
3,41765,11/16/22,GA1_QTY_0.14,A,3,0.164,N2,1,1,47.4,27,13.5,3403,62680,62.68,9.0,2242,41316,0.454,0.6591582,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
3,41765,11/16/22,GA1_QTY_0.14,A,3,0.164,N2,2,0,213.6,67.5,14.3,332,7441,7.441,9.4,218,4886,0.054,0.6566405,0.0073283,-3.82,-3.82,0.0036642,-3.82,,,,,,,,,,,,,,,,,,,,,,,,
3,41765,11/16/22,GA1_QTY_0.14,A,3,0.164,CO2,3,0,369.1,85.9,,,,,,,,,,,,,,,0.8,1928,47266,47.266,0.2,2017,49395,0.543,2.3,2781,0.205,68272,1.0450481,0.0118018,-15.276,-15.276,1.4444264,0.0040453,6.396,6.396,0.0109944,-16.615,0.0020181,6.44
3,41765,11/16/22,GA1_QTY_0.14,A,3,0.164,CO2,4,1,525.2,41,,,,,,,,,,,,,,,1.3,5407,100158,100.158,0.6,5735,106294,1.169,3.0,7756,0.431,143752,1.0612603,0.0119849,0,0,1.4352469,0.0040196,0,0,0.0111802,0,0.0020052,0
4,41766,11/16/22,GA1_QTY_0.56,A,4,0.605,N2,1,1,47.4,27,13.6,3405,62826,62.826,9.1,2242,41376,0.455,0.6585805,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
4,41766,11/16/22,GA1_QTY_0.56,A,4,0.605,N2,2,0,213.6,75,14.3,1227,26824,26.824,9.5,805,17594,0.194,0.6558948,0.0073264,-4.078,-4.078,0.0036632,-4.078,,,,,,,,,,,,,,,,,,,,,,,,
4,41766,11/16/22,GA1_QTY_0.56,A,4,0.605,CO2,3,0,364.5,97.2,,,,,,,,,,,,,,,0.8,6901,169537,169.537,0.2,7242,177124,1.948,2.3,9943,0.733,244475,1.0447535,0.0117995,-15.469,-15.469,1.4420163,0.0040389,4.805,4.805,0.0109928,-16.762,0.0020149,4.848
4,41766,11/16/22,GA1_QTY_0.56,A,4,0.605,CO2,4,1,525.4,41.2,,,,,,,,,,,,,,,2.0,5406,100145,100.145,1.5,5733,106271,1.169,4.1,7755,0.431,143720,1.0611685,0.0119849,0,0,1.43512,0.0040196,0,0,0.0111802,0,0.0020052,0
5,41767,11/16/22,GA1_QTY_0.70,A,5,0.736,N2,1,1,47.4,27,13.7,3402,62825,62.825,9.3,2240,41375,0.455,0.6585846,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
5,41767,11/16/22,GA1_QTY_0.70,A,5,0.736,N2,2,0,214,76.9,14.5,1481,32645,32.645,9.6,972,21408,0.235,0.6557902,0.0073252,-4.243,-4.243,0.0036626,-4.243,,,,,,,,,,,,,,,,,,,,,,,,
5,41767,11/16/22,GA1_QTY_0.70,A,5,0.736,CO2,3,0,363.7,100.1,,,,,,,,,,,,,,,0.9,8307,206666,206.666,0.3,8724,215887,2.375,2.4,11952,0.893,297594,1.0446192,0.0117987,-15.533,-15.533,1.4399776,0.0040332,3.405,3.405,0.0109926,-16.779,0.0020121,3.446
5,41767,11/16/22,GA1_QTY_0.70,A,5,0.736,CO2,4,1,525.4,41.6,,,,,,,,,,,,,,,2.3,5407,100200,100.2,1.8,5735,106323,1.17,4.5,7757,0.431,143797,1.0611018,0.0119849,0,0,1.4350915,0.0040196,0,0,0.0111802,0,0.0020052,0
6,41768,11/16/22,SAL_Std_01,A,6,0.551,N2,1,1,47.4,27,13.8,3399,62643,62.643,9.3,2240,41290,0.454,0.6591263,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
6,41768,11/16/22,SAL_Std_01,A,6,0.551,N2,2,0,213.8,76.5,14.5,1445,31947,31.947,9.7,964,21304,0.234,0.6668576,0.0074427,11.73,11.73,0.0037213,11.73,,,,,,,,,,,,,,,,,,,,,,,,
6,41768,11/16/22,SAL_Std_01,A,6,0.551,CO2,3,0,364.7,98.4,,,,,,,,,,,,,,,0.9,7203,178757,178.757,0.3,7610,187980,2.068,2.5,10365,0.772,257467,1.0515954,0.0118778,-8.935,-8.935,1.4403229,0.0040342,3.655,3.655,0.0110716,-9.715,0.0020126,3.681
6,41768,11/16/22,SAL_Std_01,A,6,0.551,CO2,4,1,525.4,41.2,,,,,,,,,,,,,,,2.2,5405,100124,100.124,1.6,5732,106239,1.169,4.4,7754,0.431,143685,1.0610764,0.0119849,0,0,1.4350777,0.0040196,0,0,0.0111802,0,0.0020052,0
7,41769,11/16/22,GA1_Std_01,A,7,0.569,N2,1,1,47.4,27,13.8,3400,62727,62.727,9.4,2240,41344,0.455,0.6591081,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
7,41769,11/16/22,GA1_Std_01,A,7,0.569,N2,2,0,213.6,74.4,14.5,1151,25231,25.231,9.7,756,16560,0.182,0.6563674,0.0073258,-4.158,-4.158,0.0036629,-4.158,,,,,,,,,,,,,,,,,,,,,,,,
7,41769,11/16/22,GA1_Std_01,A,7,0.569,CO2,3,0,365.1,96.3,,,,,,,,,,,,,,,0.9,6487,159480,159.48,0.3,6805,166599,1.833,2.5,9337,0.689,229765,1.0446392,0.0117992,-15.489,-15.489,1.4407179,0.0040355,3.957,3.957,0.0109929,-16.752,0.0020132,3.999
7,41769,11/16/22,GA1_Std_01,A,7,0.569,CO2,4,1,525.4,41.6,,,,,,,,,,,,,,,2.1,5405,100211,100.211,1.5,5732,106332,1.17,4.2,7753,0.431,143807,1.0610741,0.0119849,0,0,1.4350397,0.0040196,0,0,0.0111802,0,0.0020052,0
8,41770,11/16/22,GA2_Std_01,A,8,0.565,N2,1,1,47.4,27,13.7,3400,62702,62.702,9.3,2241,41328,0.455,0.6591184,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
8,41770,11/16/22,GA2_Std_01,A,8,0.565,N2,2,0,213.8,74.6,14.5,1141,25000,25,9.6,749,16392,0.18,0.6556903,0.0073181,-5.201,-5.201,0.0036591,-5.201,,,,,,,,,,,,,,,,,,,,,,,,
8,41770,11/16/22,GA2_Std_01,A,8,0.565,CO2,3,0,365.5,96.8,,,,,,,,,,,,,,,0.9,6423,157813,157.813,0.3,6831,167130,1.838,2.4,9246,0.682,227409,1.0590366,0.0119618,-1.92,-1.92,1.4410033,0.004036,4.095,4.095,0.0111555,-2.21,0.0020134,4.104
8,41770,11/16/22,GA2_Std_01,A,8,0.565,CO2,4,1,525.4,41.4,,,,,,,,,,,,,,,2.0,5405,100172,100.172,1.5,5733,106290,1.169,4.1,7754,0.431,143759,1.0610739,0.0119849,0,0,1.4351265,0.0040196,0,0,0.0111802,0,0.0020052,0
9,41771,11/16/22,SI_524,A,9,0.479,N2,1,1,47.4,27,13.8,3401,62648,62.648,9.4,2232,41130,0.452,0.6565171,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
9,41771,11/16/22,SI_524,A,9,0.479,N2,2,0,213.6,76.5,14.5,1438,32001,32.001,9.7,959,21331,0.235,0.6665609,0.0074689,15.299,15.299,0.0037345,15.299,,,,,,,,,,,,,,,,,,,,,,,,
9,41771,11/16/22,SI_524,A,9,0.479,CO2,3,0,366,96.8,,,,,,,,,,,,,,,0.9,5956,147748,147.748,0.3,6354,157053,1.728,2.5,8576,0.639,212934,1.062981,0.0120064,1.8,1.8,1.4412017,0.0040367,4.264,4.264,0.0112,1.771,0.0020138,4.264
9,41771,11/16/22,SI_524,A,9,0.479,CO2,4,1,525.4,41.2,,,,,,,,,,,,,,,2.0,5402,100129,100.129,1.4,5730,106244,1.169,4.0,7752,0.431,143694,1.0610709,0.0119849,0,0,1.4350832,0.0040196,0,0,0.0111802,0,0.0020052,0
10,41772,11/16/22,SI_525,A,10,0.483,N2,1,1,47.4,27,13.7,3397,62627,62.627,9.3,2239,41280,0.454,0.6591351,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
10,41772,11/16/22,SI_525,A,10,0.483,N2,2,0,213.8,76.1,14.5,1435,31728,31.728,9.7,961,21221,0.233,0.6688612,0.0074649,14.756,14.756,0.0037325,14.756,,,,,,,,,,,,,,,,,,,,,,,,
