Row,Analysis,Date,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
1,41812,11/17/22,Dummy,A,1,0.514,N2,1,1,47.7,27,11.4,3412,62856,62.856,7.1,2246,41380,0.455,0.6583305,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
1,41812,11/17/22,Dummy,A,1,0.514,N2,2,0,214.9,76.9,12.8,1488,32758,32.758,8.1,994,21876,0.241,0.6678163,0.0074624,14.409,14.409,0.0037312,14.409,,,,,,,,,,,,,,,,,,,,,,,,
1,41812,11/17/22,Dummy,A,1,0.514,CO2,3,0,366.8,96.6,,,,,,,,,,,,,,,0.4,6443,159018,159.018,-0.2,6846,168267,1.851,1.4,9261,0.687,228838,1.0581663,0.011952,-2.739,-2.739,1.439069,0.0040292,2.407,2.407,0.0111464,-3.026,0.00201,2.417
1,41812,11/17/22,Dummy,A,1,0.514,CO2,4,1,525.4,41.4,,,,,,,,,,,,,,,1.7,5402,99525,99.525,1.2,5728,105604,1.162,3.4,7752,0.429,142880,1.0610726,0.0119849,0,0,1.4356131,0.0040196,0,0,0.0111802,0,0.0020052,0
2,41813,11/17/22,Blank,A,2,0,N2,1,1,47.4,27,12.6,3408,62826,62.826,8.2,2243,41362,0.455,0.6583684,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
2,41813,11/17/22,Blank,A,2,0,CO2,2,1,525.2,40.5,,,,,,,,,,,,,,,0.6,5398,99654,99.654,-0.1,5724,105763,1.163,1.7,7744,0.429,143066,1.0612976,0.0119849,0,0,1.4356227,0.0040196,0,0,0.0111802,0,0.0020052,0
3,41814,11/17/22,GA1_QTY_0.14,A,3,0.156,N2,1,1,47.7,27,12.6,3409,62755,62.755,8.1,2244,41321,0.455,0.6584445,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
3,41814,11/17/22,GA1_QTY_0.14,A,3,0.156,N2,2,0,214.6,66.9,13.4,308,6877,6.877,8.6,202,4510,0.05,0.6558361,0.0073273,-3.961,-3.961,0.0036636,-3.961,,,,,,,,,,,,,,,,,,,,,,,,
3,41814,11/17/22,GA1_QTY_0.14,A,3,0.156,CO2,3,0,371.2,85.1,,,,,,,,,,,,,,,0.5,1768,43242,43.242,-0.1,1849,45186,0.497,1.7,2541,0.187,62240,1.0449578,0.0118011,-15.332,-15.332,1.4393353,0.0040304,2.703,2.703,0.0109953,-16.538,0.0020107,2.743
3,41814,11/17/22,GA1_QTY_0.14,A,3,0.156,CO2,4,1,525.4,41.6,,,,,,,,,,,,,,,1.0,5404,100053,100.053,0.4,5731,106179,1.168,2.4,7753,0.431,143622,1.0612289,0.0119849,0,0,1.4354554,0.0040196,0,0,0.0111802,0,0.0020052,0
4,41815,11/17/22,GA1_QTY_0.56,A,4,0.577,N2,1,1,47.7,26.8,12.8,3407,62783,62.783,8.4,2243,41344,0.455,0.6585174,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
4,41815,11/17/22,GA1_QTY_0.56,A,4,0.577,N2,2,0,215.1,74.8,13.6,1163,25560,25.56,8.8,763,16763,0.184,0.6558084,0.0073261,-4.114,-4.114,0.0036631,-4.114,,,,,,,,,,,,,,,,,,,,,,,,
4,41815,11/17/22,GA1_QTY_0.56,A,4,0.577,CO2,3,0,367,97.2,,,,,,,,,,,,,,,0.6,6536,161408,161.408,-0.1,6856,168615,1.855,1.7,9400,0.697,232380,1.0446517,0.0117988,-15.523,-15.523,1.4397028,0.0040321,3.111,3.111,0.0109929,-16.757,0.0020115,3.152
4,41815,11/17/22,GA1_QTY_0.56,A,4,0.577,CO2,4,1,525.4,41.6,,,,,,,,,,,,,,,1.8,5408,100189,100.189,1.3,5735,106313,1.169,3.6,7758,0.431,143796,1.0611233,0.0119849,0,0,1.4352379,0.0040196,0,0,0.0111802,0,0.0020052,0
5,41816,11/17/22,GA1_QTY_0.70,A,5,0.68,N2,1,1,47.4,27,13.1,3404,62753,62.753,8.6,2241,41328,0.455,0.6585836,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
5,41816,11/17/22,GA1_QTY_0.70,A,5,0.68,N2,2,0,214.9,75.4,13.8,1380,30156,30.156,9.0,906,19779,0.218,0.6559046,0.0073265,-4.068,-4.068,0.0036632,-4.068,,,,,,,,,,,,,,,,,,,,,,,,
5,41816,11/17/22,GA1_QTY_0.70,A,5,0.68,CO2,3,0,365.8,99.1,,,,,,,,,,,,,,,0.7,7714,190645,190.645,0.0,8098,199147,2.191,1.9,11085,0.823,274266,1.0446001,0.0117983,-15.565,-15.565,1.4386234,0.0040294,2.443,2.443,0.0109926,-16.777,0.0020102,2.484
5,41816,11/17/22,GA1_QTY_0.70,A,5,0.68,CO2,4,1,525.4,41.4,,,,,,,,,,,,,,,2.1,5409,100147,100.147,1.5,5736,106267,1.169,4.0,7759,0.431,143722,1.0611159,0.0119849,0,0,1.435117,0.0040196,0,0,0.0111802,0,0.0020052,0
