Row,Analysis,Date,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
1,42084,12/07/22,Dummy,A,1,0.458,N2,1,1,47.4,27,14.1,3316,61056,61.056,9.0,2184,40218,0.442,0.6587119,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
1,42084,12/07/22,Dummy,A,1,0.458,N2,2,0,216.3,74,14.9,1116,25014,25.014,9.5,745,16703,0.184,0.6677477,0.0074573,13.717,13.717,0.0037287,13.717,,,,,,,,,,,,,,,,,,,,,,,,
1,42084,12/07/22,Dummy,A,1,0.458,CO2,3,0,369.7,96.6,,,,,,,,,,,,,,,1.0,5015,124597,124.597,0.4,5316,131716,1.449,2.4,7206,0.538,179269,1.0571345,0.0119353,-4.136,-4.136,1.4387844,0.0040281,2.127,2.127,0.0111297,-4.513,0.0020095,2.139
1,42084,12/07/22,Dummy,A,1,0.458,CO2,4,1,525.2,42.2,,,,,,,,,,,,,,,3.4,5282,97310,97.31,3.0,5605,103297,1.136,6.0,7581,0.419,139711,1.0615253,0.0119849,0,0,1.4357311,0.0040196,0,0,0.0111802,0,0.0020052,0
2,42085,12/07/22,Blank,A,2,0,N2,1,1,47.4,27,15.6,3310,60981,60.981,10.4,2181,40207,0.442,0.6593293,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
2,42085,12/07/22,Blank,A,2,0,CO2,2,1,525.2,41,,,,,,,,,,,,,,,1.5,5280,97391,97.391,1.0,5602,103399,1.137,3.2,7577,0.419,139825,1.0616892,0.0119849,0,0,1.4357105,0.0040196,0,0,0.0111802,0,0.0020052,0
3,42086,12/07/22,GA1_QTY_0.14,A,3,0.137,N2,1,1,47.4,27,15.4,3310,60992,60.992,10.3,2182,40215,0.442,0.6593519,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
3,42086,12/07/22,GA1_QTY_0.14,A,3,0.137,N2,2,0,216.5,66,15.9,252,5655,5.655,10.5,165,3712,0.041,0.65648,0.0073244,-4.356,-4.356,0.0036622,-4.356,,,,,,,,,,,,,,,,,,,,,,,,
3,42086,12/07/22,GA1_QTY_0.14,A,3,0.137,CO2,3,0,373.5,85.7,,,,,,,,,,,,,,,1.3,1559,38173,38.173,0.8,1630,39901,0.439,2.9,2241,0.165,54952,1.0452658,0.0118004,-15.39,-15.39,1.4395517,0.0040308,2.8,2.8,0.0109946,-16.603,0.0020109,2.84
3,42086,12/07/22,GA1_QTY_0.14,A,3,0.137,CO2,4,1,525.2,41.8,,,,,,,,,,,,,,,2.3,5283,97702,97.702,1.8,5605,103721,1.141,4.4,7580,0.421,140255,1.0616038,0.0119849,0,0,1.4355326,0.0040196,0,0,0.0111802,0,0.0020052,0
4,42087,12/07/22,GA1_QTY_0.56,A,4,0.58,N2,1,1,47.4,27,15.7,3309,60936,60.936,10.6,2181,40181,0.442,0.6593934,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
4,42087,12/07/22,GA1_QTY_0.56,A,4,0.58,N2,2,0,216.5,74.8,16.2,1121,24736,24.736,10.7,736,16244,0.179,0.6566781,0.0073261,-4.118,-4.118,0.0036631,-4.118,,,,,,,,,,,,,,,,,,,,,,,,
4,42087,12/07/22,GA1_QTY_0.56,A,4,0.58,CO2,3,0,368.7,99.1,,,,,,,,,,,,,,,1.4,6472,159937,159.937,0.8,6790,167117,1.838,3.0,9284,0.689,229789,1.0448918,0.0117975,-15.632,-15.632,1.4367449,0.0040235,0.978,0.978,0.0109924,-16.795,0.0020072,1.017
4,42087,12/07/22,GA1_QTY_0.56,A,4,0.58,CO2,4,1,525.4,42.4,,,,,,,,,,,,,,,3.7,5283,97831,97.831,3.3,5607,103846,1.142,6.5,7584,0.421,140421,1.0614853,0.0119849,0,0,1.4353413,0.0040196,0,0,0.0111802,0,0.0020052,0
5,42088,12/07/22,GA1_QTY_0.70,A,5,0.692,N2,1,1,47.4,27,16.1,3307,60933,60.933,11.0,2180,40180,0.442,0.6594081,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
5,42088,12/07/22,GA1_QTY_0.70,A,5,0.692,N2,2,0,216.7,76.1,16.5,1354,29698,29.698,11.0,890,19500,0.215,0.6566071,0.0073252,-4.248,-4.248,0.0036626,-4.248,,,,,,,,,,,,,,,,,,,,,,,,
5,42088,12/07/22,GA1_QTY_0.70,A,5,0.692,CO2,3,0,367.4,100.9,,,,,,,,,,,,,,,1.5,7740,191558,191.558,1.0,8127,200153,2.202,3.3,11099,0.825,275109,1.0448713,0.0117976,-15.628,-15.628,1.4361694,0.0040224,0.71,0.71,0.0109926,-16.78,0.0020067,0.749
5,42088,12/07/22,GA1_QTY_0.70,A,5,0.692,CO2,4,1,525.2,41.8,,,,,,,,,,,,,,,4.2,5284,97860,97.86,3.8,5606,103874,1.143,7.2,7582,0.421,140444,1.0614597,0.0119849,0,0,1.4351502,0.0040196,0,0,0.0111802,0,0.0020052,0
6,42089,12/07/22,SAL_Std_01,A,6,0.571,N2,1,1,47.4,27,16.3,3306,60901,60.901,11.2,2178,40128,0.441,0.6589039,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
6,42089,12/07/22,SAL_Std_01,A,6,0.571,N2,2,0,216.5,76.7,16.6,1485,32609,32.609,11.2,991,21738,0.239,0.6666356,0.0074427,11.734,11.734,0.0037214,11.734,,,,,,,,,,,,,,,,,,,,,,,,
6,42089,12/07/22,SAL_Std_01,A,6,0.571,CO2,3,0,367.6,102.4,,,,,,,,,,,,,,,1.6,7467,184734,184.734,1.1,7891,194299,2.137,3.5,10709,0.796,265326,1.0517797,0.0118755,-9.122,-9.122,1.4362606,0.0040229,0.82,0.82,0.0110705,-9.81,0.0020069,0.843
6,42089,12/07/22,SAL_Std_01,A,6,0.571,CO2,4,1,525.4,42.4,,,,,,,,,,,,,,,4.4,5284,97939,97.939,4.0,5607,103958,1.144,7.5,7582,0.422,140550,1.0614624,0.0119849,0,0,1.435084,0.0040196,0,0,0.0111802,0,0.0020052,0
7,42090,12/07/22,GA1_Std_01,A,7,0.528,N2,1,1,47.4,27,16.4,3302,60843,60.843,11.3,2177,40122,0.441,0.6594348,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
7,42090,12/07/22,GA1_Std_01,A,7,0.528,N2,2,0,216.5,74.4,16.7,1024,22484,22.484,11.3,673,14766,0.162,0.6567176,0.0073261,-4.12,-4.12,0.003663,-4.12,,,,,,,,,,,,,,,,,,,,,,,,
7,42090,12/07/22,GA1_Std_01,A,7,0.528,CO2,3,0,369.1,97.6,,,,,,,,,,,,,,,1.7,5958,146302,146.302,1.2,6249,152865,1.682,3.5,8551,0.631,210304,1.044862,0.0117973,-15.646,-15.646,1.4374643,0.0040262,1.661,1.661,0.010992,-16.835,0.0020086,1.701
7,42090,12/07/22,GA1_Std_01,A,7,0.528,CO2,4,1,525.2,41.8,,,,,,,,,,,,,,,4.0,5282,97923,97.923,3.6,5605,103943,1.143,7.0,7579,0.422,140528,1.0614697,0.0119849,0,0,1.4350802,0.0040196,0,0,0.0111802,0,0.0020052,0
8,42091,12/07/22,GA2_Std_01,A,8,0.565,N2,1,1,47.4,27,16.4,3302,60812,60.812,11.2,2175,40073,0.441,0.6589607,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
