Row,Analysis,Date,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
7,41430,11/13/22,GA1_Std_01,A,7,0.564,N2,2,0,214.6,75.4,14.2,1117,24886,24.886,9.3,733,16324,0.18,0.6559323,0.0073265,-4.058,-4.058,0.0036633,-4.058,,,,,,,,,,,,,,,,,,,,,,,,
7,41430,11/13/22,GA1_Std_01,A,7,0.564,CO2,3,0,363.7,97.2,,,,,,,,,,,,,,,1.0,6387,157921,157.921,0.3,6698,164970,1.815,2.5,9154,0.68,226640,1.0446364,0.0117981,-15.583,-15.583,1.4351517,0.0040189,-0.161,-0.161,0.0109935,-16.7,0.002005,-0.124
7,41430,11/13/22,GA1_Std_01,A,7,0.564,CO2,4,1,525.2,41.4,,,,,,,,,,,,,,,2.1,5370,99599,99.599,1.5,5695,105692,1.163,4.2,7705,0.429,142963,1.0611726,0.0119849,0,0,1.4353832,0.0040196,0,0,0.0111802,0,0.0020052,0
8,41431,11/13/22,GA2_Std_01,A,8,0.598,N2,1,1,47.4,27,13.5,3375,62200,62.2,9.1,2222,40966,0.451,0.6586196,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
8,41431,11/13/22,GA2_Std_01,A,8,0.598,N2,2,0,214.6,75.7,14.2,1179,26265,26.265,9.4,773,17208,0.189,0.6551456,0.0073176,-5.275,-5.275,0.0036588,-5.275,,,,,,,,,,,,,,,,,,,,,,,,
8,41431,11/13/22,GA2_Std_01,A,8,0.598,CO2,3,0,363.2,98,,,,,,,,,,,,,,,0.9,6717,166296,166.296,0.3,7143,176117,1.937,2.4,9628,0.716,238689,1.0590574,0.0119608,-2.005,-2.005,1.4353217,0.0040195,-0.007,-0.007,0.0111562,-2.149,0.0020052,-0.002
8,41431,11/13/22,GA2_Std_01,A,8,0.598,CO2,4,1,525.2,41.4,,,,,,,,,,,,,,,2.2,5369,99580,99.58,1.6,5694,105673,1.162,4.2,7703,0.429,142931,1.0611852,0.0119849,0,0,1.4353312,0.0040196,0,0,0.0111802,0,0.0020052,0
9,41432,11/13/22,SI_380,A,9,0.684,N2,1,1,47.4,27,13.5,3372,62228,62.228,9.1,2221,40987,0.451,0.6586607,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
9,41432,11/13/22,SI_380,A,9,0.684,N2,2,0,214.4,74.4,14.2,994,22135,22.135,9.4,663,14763,0.162,0.666947,0.0074489,12.581,12.581,0.0037245,12.581,,,,,,,,,,,,,,,,,,,,,,,,
9,41432,11/13/22,SI_380,A,9,0.684,CO2,3,0,363.7,97,,,,,,,,,,,,,,,1.0,6119,151063,151.063,0.3,6528,160569,1.766,2.5,8772,0.651,216865,1.0629325,0.0120046,1.651,1.651,1.4355972,0.0040204,0.214,0.214,0.0111999,1.762,0.0020056,0.21
9,41432,11/13/22,SI_380,A,9,0.684,CO2,4,1,525.2,41,,,,,,,,,,,,,,,2.1,5367,99465,99.465,1.5,5692,105550,1.161,4.1,7699,0.428,142761,1.0611809,0.0119849,0,0,1.4352897,0.0040196,0,0,0.0111802,0,0.0020052,0
10,41433,11/13/22,SI_381,A,10,0.757,N2,1,1,47.4,27,13.5,3371,62129,62.129,9.1,2220,40920,0.45,0.6586415,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
10,41433,11/13/22,SI_381,A,10,0.757,N2,2,0,214.4,75,14.2,1130,25100,25.1,9.4,754,16742,0.184,0.6670041,0.0074498,12.697,12.697,0.0037249,12.697,,,,,,,,,,,,,,,,,,,,,,,,
10,41433,11/13/22,SI_381,A,10,0.757,CO2,3,0,362.8,98.2,,,,,,,,,,,,,,,0.9,7078,175035,175.035,0.3,7557,186079,2.047,2.5,10146,0.754,251242,1.063092,0.0120067,1.823,1.823,1.4353793,0.0040198,0.049,0.049,0.011202,1.953,0.0020053,0.045
10,41433,11/13/22,SI_381,A,10,0.757,CO2,4,1,525.2,41.6,,,,,,,,,,,,,,,2.2,5360,99412,99.412,1.7,5685,105492,1.16,4.3,7690,0.428,142687,1.061157,0.0119849,0,0,1.4353084,0.0040196,0,0,0.0111802,0,0.0020052,0
11,41434,11/13/22,SI_382,A,11,0.731,N2,1,1,47.4,27,13.5,3368,62075,62.075,9.1,2218,40887,0.45,0.658664,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
11,41434,11/13/22,SI_382,A,11,0.731,N2,2,0,214.4,74.8,14.2,1032,22821,22.821,9.4,689,15218,0.167,0.6668357,0.0074477,12.407,12.407,0.0037238,12.407,,,,,,,,,,,,,,,,,,,,,,,,
11,41434,11/13/22,SI_382,A,11,0.731,CO2,3,0,362.8,97.6,,,,,,,,,,,,,,,1.0,7163,176547,176.547,0.4,7647,187634,2.064,2.5,10268,0.76,253394,1.0628012,0.0120032,1.532,1.532,1.435282,0.0040196,0.01,0.01,0.0111986,1.642,0.0020052,0.007
11,41434,11/13/22,SI_382,A,11,0.731,CO2,4,1,525.2,41,,,,,,,,,,,,,,,2.2,5366,99498,99.498,1.7,5691,105585,1.161,4.4,7698,0.428,142807,1.0611753,0.0119849,0,0,1.4352671,0.0040196,0,0,0.0111802,0,0.0020052,0
12,41435,11/13/22,SI_383,A,12,0.734,N2,1,1,47.4,27,13.6,3367,62081,62.081,9.1,2217,40892,0.45,0.6586889,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
12,41435,11/13/22,SI_383,A,12,0.734,N2,2,0,214.4,74.8,14.2,1074,23861,23.861,9.4,717,15908,0.175,0.6667112,0.007446,12.179,12.179,0.003723,12.179,,,,,,,,,,,,,,,,,,,,,,,,
12,41435,11/13/22,SI_383,A,12,0.734,CO2,3,0,362.6,99.1,,,,,,,,,,,,,,,1.0,7302,180703,180.703,0.4,7792,191947,2.111,2.5,10467,0.778,259335,1.0622243,0.0119967,0.986,0.986,1.4351458,0.0040194,-0.041,-0.041,0.011192,1.058,0.0020051,-0.043
12,41435,11/13/22,SI_383,A,12,0.734,CO2,4,1,525.2,41.4,,,,,,,,,,,,,,,2.3,5357,99346,99.346,1.7,5681,105424,1.16,4.4,7684,0.428,142581,1.0611785,0.0119849,0,0,1.4352041,0.0040196,0,0,0.0111802,0,0.0020052,0
13,41436,11/13/22,Blank,B,1,0,N2,1,1,47.4,27,13.6,3364,62008,62.008,9.2,2215,40844,0.449,0.6586897,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
13,41436,11/13/22,Blank,B,1,0,CO2,2,1,525.2,40.5,,,,,,,,,,,,,,,0.9,5360,99204,99.204,0.3,5686,105299,1.158,2.3,7691,0.427,142387,1.0614468,0.0119849,0,0,1.4353003,0.0040196,0,0,0.0111802,0,0.0020052,0
14,41437,11/13/22,SI_384,B,2,0.734,N2,1,1,47.4,27,13.2,3366,62031,62.031,8.8,2217,40861,0.449,0.6587234,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
14,41437,11/13/22,SI_384,B,2,0.734,N2,2,0,214.4,74.6,14.0,1057,23650,23.65,9.2,705,15774,0.174,0.6669497,0.0074483,12.488,12.488,0.0037241,12.488,,,,,,,,,,,,,,,,,,,,,,,,
14,41437,11/13/22,SI_384,B,2,0.734,CO2,3,0,363,98,,,,,,,,,,,,,,,0.8,6783,168321,168.321,0.2,7238,178881,1.968,2.3,9723,0.725,241560,1.0627369,0.0120011,1.354,1.354,1.4351122,0.0040196,0.022,0.022,0.0111964,1.45,0.0020052,0.018
14,41437,11/13/22,SI_384,B,2,0.734,CO2,4,1,525.2,41.6,,,,,,,,,,,,,,,2.1,5353,99213,99.213,1.6,5678,105295,1.158,4.2,7679,0.427,142379,1.0613003,0.0119849,0,0,1.4350812,0.0040196,0,0,0.0111802,0,0.0020052,0
15,41438,11/13/22,SI_385,B,3,0.717,N2,1,1,47.4,27,13.5,3363,62020,62.02,9.1,2215,40855,0.449,0.6587355,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
15,41438,11/13/22,SI_385,B,3,0.717,N2,2,0,214.4,74.8,14.2,1140,25293,25.293,9.4,761,16866,0.186,0.6668257,0.0074467,12.282,12.282,0.0037234,12.282,,,,,,,,,,,,,,,,,,,,,,,,
15,41438,11/13/22,SI_385,B,3,0.717,CO2,3,0,362.6,98.4,,,,,,,,,,,,,,,0.9,7230,178693,178.693,0.3,7718,189881,2.089,2.4,10361,0.769,256422,1.0626085,0.0119998,1.249,1.249,1.4349887,0.0040195,-0.023,-0.023,0.0111952,1.34,0.0020051,-0.026
15,41438,11/13/22,SI_385,B,3,0.717,CO2,4,1,525.2,41.8,,,,,,,,,,,,,,,2.2,5355,99314,99.314,1.7,5680,105401,1.159,4.4,7681,0.428,142518,1.0612829,0.0119849,0,0,1.4350219,0.0040196,0,0,0.0111802,0,0.0020052,0
16,41439,11/13/22,SI_386,B,4,0.693,N2,1,1,47.4,27,13.5,3360,61966,61.966,9.2,2213,40817,0.449,0.6587002,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
16,41439,11/13/22,SI_386,B,4,0.693,N2,2,0,214.4,74.6,14.2,1053,23407,23.407,9.4,703,15607,0.172,0.6667794,0.0074466,12.265,12.265,0.0037233,12.265,,,,,,,,,,,,,,,,,,,,,,,,
16,41439,11/13/22,SI_386,B,4,0.693,CO2,3,0,362.8,98.2,,,,,,,,,,,,,,,0.9,6869,169778,169.778,0.4,7330,180415,1.985,2.5,9845,0.731,243656,1.0626494,0.0119997,1.24,1.24,1.4351435,0.0040201,0.134,0.134,0.011195,1.324,0.0020055,0.131
16,41439,11/13/22,SI_386,B,4,0.693,CO2,4,1,525.2,41.4,,,,,,,,,,,,,,,2.2,5348,99183,99.183,1.6,5673,105266,1.158,4.3,7671,0.427,142323,1.0613334,0.0119849,0,0,1.4349512,0.0040196,0,0,0.0111802,0,0.0020052,0
17,41440,11/13/22,SI_387,B,5,0.69,N2,1,1,47.4,27,13.6,3362,61991,61.991,9.2,2212,40785,0.449,0.6579219,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
17,41440,11/13/22,SI_387,B,5,0.69,N2,2,0,214.6,74.2,14.2,957,21452,21.452,9.4,638,14288,0.157,0.6660215,0.007447,12.311,12.311,0.0037235,12.311,,,,,,,,,,,,,,,,,,,,,,,,
17,41440,11/13/22,SI_387,B,5,0.69,CO2,3,0,363.9,96.6,,,,,,,,,,,,,,,0.9,6050,150022,150.022,0.3,6455,159487,1.754,2.5,8674,0.646,215336,1.0630931,0.0120044,1.631,1.631,1.435365,0.0040209,0.336,0.336,0.0111996,1.736,0.0020059,0.333
17,41440,11/13/22,SI_387,B,5,0.69,CO2,4,1,525.2,40.5,,,,,,,,,,,,,,,2.0,5353,99209,99.209,1.5,5678,105297,1.158,4.1,7678,0.427,142353,1.0613617,0.0119849,0,0,1.4348825,0.0040196,0,0,0.0111802,0,0.0020052,0
18,41441,11/13/22,GA2_Std_02,B,6,0.546,N2,1,1,47.4,27,13.5,3358,61937,61.937,9.2,2212,40802,0.449,0.6587688,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
18,41441,11/13/22,GA2_Std_02,B,6,0.546,N2,2,0,214.2,74.8,14.2,1072,23826,23.826,9.4,703,15615,0.172,0.655357,0.0073183,-5.179,-5.179,0.0036592,-5.179,,,,,,,,,,,,,,,,,,,,,,,,
18,41441,11/13/22,GA2_Std_02,B,6,0.546,CO2,3,0,363.5,95.9,,,,,,,,,,,,,,,0.9,6150,151365,151.365,0.3,6538,160318,1.763,2.4,8815,0.652,217267,1.0591448,0.0119597,-2.102,-2.102,1.435385,0.0040211,0.374,0.374,0.0111548,-2.268,0.002006,0.38
18,41441,11/13/22,GA2_Std_02,B,6,0.546,CO2,4,1,525.2,41.2,,,,,,,,,,,,,,,2.0,5347,99160,99.16,1.5,5672,105246,1.158,4.1,7670,0.427,142279,1.0613762,0.0119849,0,0,1.4348482,0.0040196,0,0,0.0111802,0,0.0020052,0
19,41442,11/13/22,SAL_Std_02,B,7,0.529,N2,1,1,47.4,27,13.5,3359,61881,61.881,9.2,2210,40716,0.448,0.6579711,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
19,41442,11/13/22,SAL_Std_02,B,7,0.529,N2,2,0,214.4,76.5,14.2,1349,30091,30.091,9.4,899,20033,0.22,0.6657626,0.0074435,11.842,11.842,0.0037218,11.842,,,,,,,,,,,,,,,,,,,,,,,,
19,41442,11/13/22,SAL_Std_02,B,7,0.529,CO2,3,0,363,97.4,,,,,,,,,,,,,,,0.9,6777,167775,167.775,0.3,7157,176446,1.941,2.5,9714,0.722,240788,1.0516824,0.0118753,-9.144,-9.144,1.4351794,0.0040207,0.292,0.292,0.0110705,-9.813,0.0020058,0.314
19,41442,11/13/22,SAL_Std_02,B,7,0.529,CO2,4,1,525.2,41,,,,,,,,,,,,,,,2.1,5351,99239,99.239,1.6,5676,105331,1.159,4.3,7673,0.427,142384,1.0613872,0.0119849,0,0,1.4347609,0.0040196,0,0,0.0111802,0,0.0020052,0
20,41443,11/13/22,GA1_Std_02,B,8,0.568,N2,1,1,47.4,27,13.5,3358,61898,61.898,9.2,2209,40727,0.448,0.6579695,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
20,41443,11/13/22,GA1_Std_02,B,8,0.568,N2,2,0,214.4,75.2,14.2,1110,24756,24.756,9.4,728,16222,0.178,0.655279,0.0073263,-4.089,-4.089,0.0036632,-4.089,,,,,,,,,,,,,,,,,,,,,,,,
20,41443,11/13/22,GA1_Std_02,B,8,0.568,CO2,3,0,363.5,97.2,,,,,,,,,,,,,,,0.9,6366,157480,157.48,0.4,6676,164522,1.81,2.5,9125,0.678,226017,1.0447178,0.0117964,-15.723,-15.723,1.4352125,0.0040208,0.308,0.308,0.0109916,-16.867,0.0020059,0.346
20,41443,11/13/22,GA1_Std_02,B,8,0.568,CO2,4,1,525.2,41,,,,,,,,,,,,,,,2.1,5347,99108,99.108,1.5,5673,105194,1.157,4.1,7667,0.427,142197,1.0614059,0.0119849,0,0,1.4347702,0.0040196,0,0,0.0111802,0,0.0020052,0
21,41444,11/13/22,SI_388,B,9,0.689,N2,1,1,47.4,27,13.5,3357,61913,61.913,9.2,2209,40737,0.448,0.6579739,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
21,41444,11/13/22,SI_388,B,9,0.689,N2,2,0,214.4,74,14.2,873,19505,19.505,9.4,582,12989,0.143,0.6659108,0.0074451,12.063,12.063,0.0037226,12.063,,,,,,,,,,,,,,,,,,,,,,,,
21,41444,11/13/22,SI_388,B,9,0.689,CO2,3,0,363.9,96.1,,,,,,,,,,,,,,,0.9,5850,144522,144.522,0.3,6243,153694,1.691,2.5,8385,0.622,207450,1.0634644,0.0120078,1.919,1.919,1.435423,0.0040214,0.469,0.469,0.011203,2.039,0.0020061,0.465
21,41444,11/13/22,SI_388,B,9,0.689,CO2,4,1,525.2,41,,,,,,,,,,,,,,,2.0,5347,99154,99.154,1.5,5672,105245,1.158,4.0,7668,0.427,142262,1.061428,0.0119849,0,0,1.4347505,0.0040196,0,0,0.0111802,0,0.0020052,0
22,41445,11/13/22,SI_389,B,10,0.712,N2,1,1,47.4,27,13.5,3356,61854,61.854,9.1,2208,40701,0.448,0.6580129,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
22,41445,11/13/22,SI_389,B,10,0.712,N2,2,0,214.4,75,14.2,1132,25096,25.096,9.4,755,16714,0.184,0.6659853,0.0074455,12.116,12.116,0.0037228,12.116,,,,,,,,,,,,,,,,,,,,,,,,
22,41445,11/13/22,SI_389,B,10,0.712,CO2,3,0,362.8,97.2,,,,,,,,,,,,,,,0.9,7015,173100,173.1,0.3,7485,183887,2.023,2.4,10055,0.745,248409,1.0623157,0.0119951,0.857,0.857,1.4350603,0.0040206,0.258,0.258,0.0111904,0.909,0.0020057,0.257
22,41445,11/13/22,SI_389,B,10,0.712,CO2,4,1,525.2,41.2,,,,,,,,,,,,,,,2.2,5342,99085,99.085,1.6,5667,105169,1.157,4.3,7661,0.426,142156,1.0614058,0.0119849,0,0,1.4346896,0.0040196,0,0,0.0111802,0,0.0020052,0
23,41446,11/13/22,SI_390,B,11,0.694,N2,1,1,47.4,27,13.5,3354,61859,61.859,9.2,2207,40703,0.448,0.6580047,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
23,41446,11/13/22,SI_390,B,11,0.694,N2,2,0,214.4,71.9,14.2,708,15728,15.728,9.4,472,10472,0.115,0.665821,0.0074438,11.879,11.879,0.0037219,11.879,,,,,,,,,,,,,,,,,,,,,,,,
23,41446,11/13/22,SI_390,B,11,0.694,CO2,3,0,364.1,95.7,,,,,,,,,,,,,,,1.0,5519,135481,135.481,0.3,5884,143971,1.584,2.4,7913,0.584,194504,1.0626657,0.0119988,1.165,1.165,1.4356527,0.0040222,0.663,0.663,0.0111939,1.224,0.0020065,0.661
23,41446,11/13/22,SI_390,B,11,0.694,CO2,4,1,525.2,41.6,,,,,,,,,,,,,,,2.0,5343,99062,99.062,1.4,5668,105147,1.157,4.0,7661,0.426,142125,1.0614295,0.0119849,0,0,1.4347011,0.0040196,0,0,0.0111802,0,0.0020052,0
24,41447,11/13/22,SI_391,B,12,0.738,N2,1,1,47.4,27,13.5,3353,61780,61.78,9.1,2206,40654,0.447,0.6580354,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
24,41447,11/13/22,SI_391,B,12,0.738,N2,2,0,214.4,75.4,14.2,1164,25760,25.76,9.5,776,17154,0.189,0.6659273,0.0074446,11.993,11.993,0.0037223,11.993,,,,,,,,,,,,,,,,,,,,,,,,
24,41447,11/13/22,SI_391,B,12,0.738,CO2,3,0,362.4,98.4,,,,,,,,,,,,,,,0.9,7430,183465,183.465,0.3,7933,194975,2.145,2.4,10650,0.79,263291,1.0627348,0.0119999,1.254,1.254,1.4350985,0.0040207,0.289,0.289,0.0111951,1.333,0.0020058,0.287
24,41447,11/13/22,SI_391,B,12,0.738,CO2,4,1,525.2,41.2,,,,,,,,,,,,,,,2.2,5339,99001,99.001,1.7,5663,105080,1.156,4.4,7656,0.426,142035,1.0614042,0.0119849,0,0,1.4346835,0.0040196,0,0,0.0111802,0,0.0020052,0
25,41448,11/13/22,Blank,C,1,0,N2,1,1,47.4,27,13.6,3352,61745,61.745,9.2,2205,40629,0.447,0.6580137,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
25,41448,11/13/22,Blank,C,1,0,CO2,2,1,525.2,40.8,,,,,,,,,,,,,,,0.9,5344,98945,98.945,0.2,5670,105042,1.155,2.3,7665,0.426,141974,1.061619,0.0119849,0,0,1.4348844,0.0040196,0,0,0.0111802,0,0.0020052,0
26,41449,11/13/22,SI_392,C,2,0.764,N2,1,1,47.4,27,13.2,3354,61847,61.847,8.8,2206,40697,0.448,0.6580236,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
26,41449,11/13/22,SI_392,C,2,0.764,N2,2,0,214.4,72.7,14.0,846,18656,18.656,9.2,564,12421,0.137,0.6658109,0.0074435,11.834,11.834,0.0037217,11.834,,,,,,,,,,,,,,,,,,,,,,,,
26,41449,11/13/22,SI_392,C,2,0.764,CO2,3,0,363.2,97,,,,,,,,,,,,,,,0.8,6486,158961,158.961,0.2,6914,168782,1.857,2.2,9296,0.684,228151,1.0617831,0.0119886,0.313,0.313,1.4352661,0.0040211,0.389,0.389,0.0111838,0.321,0.002006,0.389
26,41449,11/13/22,SI_392,C,2,0.764,CO2,4,1,525.2,41.6,,,,,,,,,,,,,,,2.0,5340,98967,98.967,1.5,5665,105048,1.156,4.0,7657,0.426,141988,1.0614513,0.0119849,0,0,1.4347079,0.0040196,0,0,0.0111802,0,0.0020052,0
