Row,Analysis,Date,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
1,41473,11/13/22,Dummy,A,1,0.685,N2,1,1,47.4,26.8,11.8,3355,61792,61.792,7.6,2209,40703,0.448,0.6587121,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
1,41473,11/13/22,Dummy,A,1,0.685,N2,2,0,215.1,73.4,12.8,864,19163,19.163,8.2,576,12774,0.141,0.6665648,0.0074441,11.921,11.921,0.003722,11.921,,,,,,,,,,,,,,,,,,,,,,,,
1,41473,11/13/22,Dummy,A,1,0.685,CO2,3,0,364.1,95.9,,,,,,,,,,,,,,,0.6,6223,153089,153.089,-0.1,6647,162888,1.792,1.8,8916,0.659,219623,1.0640082,0.0120141,2.442,2.442,1.4346124,0.0040184,-0.285,-0.285,0.0112096,2.628,0.0020046,-0.291
1,41473,11/13/22,Dummy,A,1,0.685,CO2,4,1,525.2,41,,,,,,,,,,,,,,,1.8,5333,98683,98.683,1.2,5657,104743,1.152,3.7,7649,0.425,141612,1.0614164,0.0119849,0,0,1.4350207,0.0040196,0,0,0.0111802,0,0.0020052,0
2,41474,11/13/22,Blank,A,2,0,N2,1,1,47.4,27,12.9,3352,61812,61.812,8.6,2208,40717,0.448,0.6587245,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
2,41474,11/13/22,Blank,A,2,0,CO2,2,1,525.2,40.3,,,,,,,,,,,,,,,0.7,5335,98654,98.654,0.1,5660,104730,1.152,2.0,7654,0.425,141585,1.0615907,0.0119849,0,0,1.4351688,0.0040196,0,0,0.0111802,0,0.0020052,0
3,41475,11/13/22,GA1_QTY_0.14,A,3,0.163,N2,1,1,47.4,26.8,12.9,3356,61801,61.801,8.5,2210,40708,0.448,0.6586916,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
3,41475,11/13/22,GA1_QTY_0.14,A,3,0.163,N2,2,0,214.9,67.1,13.6,304,6858,6.858,8.8,200,4502,0.05,0.656369,0.0073305,-3.526,-3.526,0.0036652,-3.526,,,,,,,,,,,,,,,,,,,,,,,,
3,41475,11/13/22,GA1_QTY_0.14,A,3,0.163,CO2,3,0,368,85.5,,,,,,,,,,,,,,,0.7,1775,43438,43.438,0.0,1857,45397,0.499,2.0,2543,0.187,62313,1.045107,0.0118001,-15.418,-15.418,1.4345416,0.004018,-0.389,-0.389,0.0109956,-16.514,0.0020045,-0.352
3,41475,11/13/22,GA1_QTY_0.14,A,3,0.163,CO2,4,1,525.2,40.8,,,,,,,,,,,,,,,1.1,5335,98787,98.787,0.6,5660,104860,1.153,2.6,7653,0.425,141769,1.0614723,0.0119849,0,0,1.4350997,0.0040196,0,0,0.0111802,0,0.0020052,0
