Row,Analysis,Date,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
1,40946,10/26/22,Dummy,A,1,0.552,N2,1,1,47.4,27,14.1,3305,60945,60.945,8.9,2179,40186,0.442,0.6593814,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
1,40946,10/26/22,Dummy,A,1,0.552,N2,2,0,213.6,75.9,15.2,682,15290,15.29,9.6,455,10192,0.112,0.6666199,0.0074372,10.978,10.978,0.0037186,10.978,,,,,,,,,,,,,,,,,,,,,,,,
1,40946,10/26/22,Dummy,A,1,0.552,CO2,3,0,358.9,111.2,,,,,,,,,,,,,,,0.4,4272,105444,105.444,-0.2,4533,111655,1.228,1.5,6180,0.458,152772,1.0589042,0.0119508,-2.843,-2.843,1.4488495,0.0040545,8.693,8.693,0.0111425,-3.37,0.0020227,8.71
1,40946,10/26/22,Dummy,A,1,0.552,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,1.5,5239,97023,97.023,0.9,5562,103031,1.133,3.2,7525,0.418,139360,1.0619231,0.0119849,0,0,1.4363627,0.0040196,0,0,0.0111802,0,0.0020052,0
2,40947,10/26/22,Blank,A,2,0,N2,1,1,47.4,27,14.7,3302,60864,60.864,9.5,2177,40136,0.441,0.6594293,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
2,40947,10/26/22,Blank,A,2,0,CO2,2,0,362.6,59.6,,,,,,,,,,,,,,,0.5,55,1346,1.346,-0.1,58,1410,0.016,1.8,80,0.006,1953,1.0472711,0.011818,-13.92,-13.92,1.4505485,0.0040593,9.887,9.887,0.0110093,-15.29,0.0020251,9.932
2,40947,10/26/22,Blank,A,2,0,CO2,3,1,525.2,40.5,,,,,,,,,,,,,,,0.4,5239,96986,96.986,-0.2,5561,103004,1.133,1.6,7521,0.418,139305,1.0620554,0.0119849,0,0,1.436348,0.0040196,0,0,0.0111802,0,0.0020052,0
3,40948,10/26/22,GA1_QTY_0.14,A,3,0.143,N2,1,1,47.4,27,14.5,3302,60833,60.833,9.3,2177,40115,0.441,0.6594215,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
3,40948,10/26/22,GA1_QTY_0.14,A,3,0.143,N2,2,0,213.6,67.3,15.3,253,5702,5.702,9.7,166,3744,0.041,0.6566588,0.0073256,-4.19,-4.19,0.0036628,-4.19,,,,,,,,,,,,,,,,,,,,,,,,
3,40948,10/26/22,GA1_QTY_0.14,A,3,0.143,CO2,3,0,361.4,92,,,,,,,,,,,,,,,0.4,1546,37937,37.937,-0.2,1618,39678,0.436,1.6,2237,0.165,54970,1.0459092,0.0118035,-15.136,-15.136,1.4489908,0.0040552,8.862,8.862,0.0109951,-16.555,0.0020231,8.909
