Row,Analysis,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
4,37185,GA1_QTY_0.56,F,3,0.584,CO2,4,1,525.4,40.1,,,,,,,,,,,,,,,1.4,5222,96892,96.892,1.3,5526,102604,1.129,3.2,7505,0.418,139327,1.0589533,0.0119849,0,0,1.4379726,0.0040196,0,0,0.0111802,0,0.0020052,0
5,37186,GA1_QTY_0.70,F,4,0.729,N2,1,1,47.4,27.2,12.0,3725,68689,68.689,8.0,2451,45220,0.497,0.6583281,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
5,37186,GA1_QTY_0.70,F,4,0.729,N2,2,0,217.4,93.8,12.4,1191,31968,31.968,8.2,782,20962,0.231,0.6557099,0.0073271,-3.977,-3.977,0.0036636,-3.977,,,,,,,,,,,,,,,,,,,,,,,,
5,37186,GA1_QTY_0.70,F,4,0.729,CO2,3,0,364.7,118.3,,,,,,,,,,,,,,,0.0,6962,200054,200.054,-0.2,7276,208465,2.293,1.2,9923,0.856,285426,1.0420439,0.0117925,-16.049,-16.049,1.4267461,0.0039885,-7.735,-7.735,0.0109911,-16.917,0.0019897,-7.705
5,37186,GA1_QTY_0.70,F,4,0.729,CO2,4,1,525.4,41.2,,,,,,,,,,,,,,,1.8,5220,96786,96.786,1.7,5526,102501,1.128,3.7,7503,0.417,139166,1.0590405,0.0119849,0,0,1.4378674,0.0040196,0,0,0.0111802,0,0.0020052,0
6,37187,GA1_Std_01,F,5,0.597,N2,1,1,47.4,27.2,12.1,3726,68678,68.678,8.1,2453,45214,0.497,0.6583427,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
6,37187,GA1_Std_01,F,5,0.597,N2,2,0,217.4,91.5,12.5,976,25362,25.362,8.3,640,16640,0.183,0.6560823,0.0073311,-3.433,-3.433,0.0036656,-3.433,,,,,,,,,,,,,,,,,,,,,,,,
6,37187,GA1_Std_01,F,5,0.597,CO2,3,0,365.8,114.9,,,,,,,,,,,,,,,0.1,5724,163566,163.566,-0.1,5980,170451,1.875,1.2,8164,0.701,233549,1.0420943,0.0117937,-15.946,-15.946,1.4278615,0.0039916,-6.947,-6.947,0.010992,-16.836,0.0019913,-6.917
6,37187,GA1_Std_01,F,5,0.597,CO2,4,1,525.4,41.2,,,,,,,,,,,,,,,1.6,5219,96776,96.776,1.4,5524,102483,1.127,3.4,7501,0.417,139149,1.0589807,0.0119849,0,0,1.43785,0.0040196,0,0,0.0111802,0,0.0020052,0
7,37188,GA2_Std_01,F,6,0.588,N2,1,1,47.4,27.2,12.1,3725,68734,68.734,8.1,2452,45251,0.498,0.6583504,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
7,37188,GA2_Std_01,F,6,0.588,N2,2,0,217.2,92,12.5,953,25617,25.617,8.3,625,16780,0.185,0.6550455,0.0073195,-5.02,-5.02,0.0036597,-5.02,,,,,,,,,,,,,,,,,,,,,,,,
7,37188,GA2_Std_01,F,6,0.588,CO2,3,0,366,114.5,,,,,,,,,,,,,,,0.1,5601,160379,160.379,-0.1,5932,169446,1.864,1.3,7990,0.687,229032,1.0565347,0.0119577,-2.266,-2.266,1.4280648,0.0039922,-6.814,-6.814,0.0111559,-2.176,0.0019915,-6.816
7,37188,GA2_Std_01,F,6,0.588,CO2,4,1,525.4,40.8,,,,,,,,,,,,,,,1.6,5220,96871,96.871,1.4,5525,102580,1.128,3.3,7503,0.418,139287,1.0589345,0.0119849,0,0,1.4378621,0.0040196,0,0,0.0111802,0,0.0020052,0
8,37189,SAL_Std_01,F,7,0.445,N2,1,1,47.4,27,12.1,3726,68709,68.709,8.2,2455,45282,0.498,0.6590431,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
8,37189,SAL_Std_01,F,7,0.445,N2,2,0,217.2,91.5,12.6,966,26021,26.021,8.4,645,17352,0.191,0.6668594,0.0074436,11.86,11.86,0.0037218,11.86,,,,,,,,,,,,,,,,,,,,,,,,
8,37189,SAL_Std_01,F,7,0.445,CO2,3,0,366.4,114.1,,,,,,,,,,,,,,,0.1,4987,142782,142.782,-0.1,5243,149800,1.648,1.3,7118,0.612,203976,1.0491504,0.0118726,-9.368,-9.368,1.4285847,0.0039937,-6.443,-6.443,0.0110706,-9.804,0.0019923,-6.428
8,37189,SAL_Std_01,F,7,0.445,CO2,4,1,525.4,40.8,,,,,,,,,,,,,,,1.4,5222,96878,96.878,1.3,5527,102601,1.129,3.2,7505,0.418,139296,1.0590723,0.0119849,0,0,1.4378492,0.0040196,0,0,0.0111802,0,0.0020052,0
9,37190,SP_111,F,8,0.448,N2,1,1,47.4,27.4,12.1,3728,68803,68.803,8.2,2454,45299,0.498,0.6583831,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
9,37190,SP_111,F,8,0.448,N2,2,0,217.2,92.6,12.6,997,26842,26.842,8.4,666,17918,0.197,0.6675562,0.0074589,13.933,13.933,0.0037294,13.933,,,,,,,,,,,,,,,,,,,,,,,,
9,37190,SP_111,F,8,0.448,CO2,3,0,367,111.6,,,,,,,,,,,,,,,0.1,4376,124893,124.893,-0.1,4630,131881,1.451,1.3,6249,0.536,178521,1.0559506,0.0119483,-3.049,-3.049,1.4293922,0.0039962,-5.818,-5.818,0.0111461,-3.052,0.0019935,-5.818
9,37190,SP_111,F,8,0.448,CO2,4,1,525.4,41,,,,,,,,,,,,,,,1.3,5222,96889,96.889,1.1,5529,102623,1.129,2.9,7505,0.418,139303,1.0591802,0.0119849,0,0,1.4377575,0.0040196,0,0,0.0111802,0,0.0020052,0
10,37191,SP_112,F,9,0.453,N2,1,1,47.4,27,12.1,3730,68785,68.785,8.2,2455,45292,0.498,0.6584626,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
10,37191,SP_112,F,9,0.453,N2,2,0,217.2,92.4,12.6,1090,29195,29.195,8.3,729,19508,0.215,0.6682199,0.0074654,14.818,14.818,0.0037327,14.818,,,,,,,,,,,,,,,,,,,,,,,,
10,37191,SP_112,F,9,0.453,CO2,3,0,366.4,113.3,,,,,,,,,,,,,,,0.1,4943,140758,140.758,-0.1,5228,148563,1.634,1.3,7056,0.603,201126,1.0554519,0.0119431,-3.484,-3.484,1.4288769,0.0039947,-6.174,-6.174,0.011141,-3.505,0.0019928,-6.173
10,37191,SP_112,F,9,0.453,CO2,4,1,525.4,41,,,,,,,,,,,,,,,1.4,5222,96875,96.875,1.3,5529,102604,1.129,3.1,7506,0.418,139282,1.0591421,0.0119849,0,0,1.4377534,0.0040196,0,0,0.0111802,0,0.0020052,0
11,37192,SP_113,F,10,0.436,N2,1,1,47.4,27.4,12.1,3727,68802,68.802,8.1,2454,45303,0.498,0.6584539,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
11,37192,SP_113,F,10,0.436,N2,2,0,217.2,92.4,12.6,965,26146,26.146,8.3,645,17458,0.192,0.6677284,0.00746,14.085,14.085,0.00373,14.085,,,,,,,,,,,,,,,,,,,,,,,,
11,37192,SP_113,F,10,0.436,CO2,3,0,367,112.7,,,,,,,,,,,,,,,0.1,4329,124173,124.173,-0.1,4585,131285,1.444,1.3,6183,0.533,177507,1.0572799,0.0119636,-1.777,-1.777,1.4295218,0.0039965,-5.744,-5.744,0.0111613,-1.691,0.0019937,-5.747
11,37192,SP_113,F,10,0.436,CO2,4,1,525.4,41,,,,,,,,,,,,,,,1.3,5220,96851,96.851,1.1,5526,102581,1.128,2.9,7501,0.418,139251,1.0591622,0.0119849,0,0,1.4377808,0.0040196,0,0,0.0111802,0,0.0020052,0
12,37193,SP_114,F,11,0.458,N2,1,1,47.4,27.2,12.1,3726,68727,68.727,8.2,2455,45295,0.498,0.6590629,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
12,37193,SP_114,F,11,0.458,N2,2,0,217.4,93,12.5,1055,28378,28.378,8.4,706,18963,0.209,0.6682473,0.0074589,13.936,13.936,0.0037295,13.936,,,,,,,,,,,,,,,,,,,,,,,,
12,37193,SP_114,F,11,0.458,CO2,3,0,367,111.6,,,,,,,,,,,,,,,0.1,4609,131558,131.558,-0.1,4878,138994,1.529,1.3,6580,0.564,188004,1.0565261,0.0119549,-2.501,-2.501,1.4290629,0.0039952,-6.055,-6.055,0.0111527,-2.456,0.0019931,-6.056
12,37193,SP_114,F,11,0.458,CO2,4,1,525.4,41,,,,,,,,,,,,,,,1.3,5219,96832,96.832,1.2,5526,102563,1.128,3.0,7502,0.418,139223,1.0591755,0.0119849,0,0,1.4377683,0.0040196,0,0,0.0111802,0,0.0020052,0
13,37194,Blank,F,12,0,N2,1,1,47.4,27,12.1,3726,68743,68.743,8.2,2456,45306,0.498,0.659061,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
13,37194,Blank,F,12,0,CO2,2,1,525.2,40.5,,,,,,,,,,,,,,,-0.0,5218,96800,96.8,-0.2,5524,102547,1.128,1.0,7500,0.418,139195,1.0593645,0.0119849,0,0,1.4379615,0.0040196,0,0,0.0111802,0,0.0020052,0
14,37195,SF_115,G,1,0.494,N2,1,1,47.4,27.2,11.9,3733,68850,68.85,7.9,2457,45333,0.499,0.6584407,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
14,37195,SF_115,G,1,0.494,N2,2,0,217.4,93.8,12.4,1191,32177,32.177,8.2,796,21479,0.236,0.6675176,0.0074578,13.785,13.785,0.0037289,13.785,,,,,,,,,,,,,,,,,,,,,,,,
14,37195,SF_115,G,1,0.494,CO2,3,0,366.4,114.1,,,,,,,,,,,,,,,-0.0,5231,150089,150.089,-0.2,5552,158938,1.748,1.1,7467,0.643,214438,1.0589599,0.0119824,-0.201,-0.201,1.428741,0.0039942,-6.303,-6.303,0.0111804,0.019,0.0019925,-6.31
14,37195,SF_115,G,1,0.494,CO2,4,1,525.4,41.2,,,,,,,,,,,,,,,1.4,5224,96897,96.897,1.3,5530,102631,1.129,3.2,7508,0.418,139319,1.0591731,0.0119849,0,0,1.4378031,0.0040196,0,0,0.0111802,0,0.0020052,0
15,37196,SF_116,G,2,0.448,N2,1,1,47.4,27.2,12.1,3731,68840,68.84,8.1,2458,45371,0.499,0.6590797,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
15,37196,SF_116,G,2,0.448,N2,2,0,217.2,93,12.5,1083,29045,29.045,8.3,724,19405,0.213,0.668093,0.007457,13.676,13.676,0.0037285,13.676,,,,,,,,,,,,,,,,,,,,,,,,
15,37196,SF_116,G,2,0.448,CO2,3,0,366.8,113.1,,,,,,,,,,,,,,,0.1,4759,135513,135.513,-0.1,5044,143341,1.577,1.2,6794,0.581,193654,1.0577634,0.0119671,-1.478,-1.478,1.4290394,0.0039951,-6.073,-6.073,0.011165,-1.358,0.001993,-6.077
15,37196,SF_116,G,2,0.448,CO2,4,1,525.4,41.4,,,,,,,,,,,,,,,1.3,5224,96972,96.972,1.2,5531,102725,1.13,3.0,7507,0.418,139423,1.0593287,0.0119849,0,0,1.4377717,0.0040196,0,0,0.0111802,0,0.0020052,0
16,37197,SF_117,G,3,0.457,N2,1,1,47.4,27,12.1,3733,68823,68.823,8.1,2460,45358,0.499,0.6590612,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
16,37197,SF_117,G,3,0.457,N2,2,0,217.4,93.4,12.6,1077,29147,29.147,8.3,720,19471,0.214,0.6680491,0.0074567,13.637,13.637,0.0037284,13.637,,,,,,,,,,,,,,,,,,,,,,,,
16,37197,SF_117,G,3,0.457,CO2,3,0,366.8,113.3,,,,,,,,,,,,,,,0.1,4748,136236,136.236,-0.1,5035,144188,1.586,1.2,6778,0.584,194695,1.0583678,0.0119748,-0.837,-0.837,1.4291014,0.0039954,-6.015,-6.015,0.0111727,-0.674,0.0019931,-6.02
16,37197,SF_117,G,3,0.457,CO2,4,1,525.4,41,,,,,,,,,,,,,,,1.4,5218,96828,96.828,1.2,5524,102566,1.128,3.1,7499,0.418,139214,1.0592548,0.0119849,0,0,1.4377491,0.0040196,0,0,0.0111802,0,0.0020052,0
17,37198,SF_118,G,4,0.46,N2,1,1,47.4,27.4,12.1,3727,68828,68.828,8.2,2454,45319,0.499,0.658433,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
17,37198,SF_118,G,4,0.46,N2,2,0,217.2,93.4,12.6,1161,31070,31.07,8.4,775,20743,0.228,0.6675998,0.0074588,13.922,13.922,0.0037294,13.922,,,,,,,,,,,,,,,,,,,,,,,,
17,37198,SF_118,G,4,0.46,CO2,3,0,366.6,113.1,,,,,,,,,,,,,,,0.1,5055,143904,143.904,-0.1,5361,152295,1.675,1.4,7215,0.617,205598,1.0583128,0.0119746,-0.855,-0.855,1.4287212,0.0039944,-6.266,-6.266,0.0111726,-0.683,0.0019926,-6.271
17,37198,SF_118,G,4,0.46,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,1.4,5225,96938,96.938,1.3,5531,102678,1.129,3.2,7508,0.418,139370,1.0592185,0.0119849,0,0,1.43773,0.0040196,0,0,0.0111802,0,0.0020052,0
18,37199,SAL_Std_02,G,5,0.456,N2,1,1,47.4,27,12.1,3734,68868,68.868,8.2,2458,45345,0.499,0.6584387,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
18,37199,SAL_Std_02,G,5,0.456,N2,2,0,217.4,92.8,12.6,992,26708,26.708,8.4,661,17796,0.196,0.6663154,0.0074444,11.963,11.963,0.0037222,11.963,,,,,,,,,,,,,,,,,,,,,,,,
18,37199,SAL_Std_02,G,5,0.456,CO2,3,0,366.6,114.5,,,,,,,,,,,,,,,0.1,5106,146184,146.184,-0.1,5370,153390,1.687,1.2,7289,0.627,208858,1.0492885,0.0118722,-9.396,-9.396,1.4287309,0.0039944,-6.257,-6.257,0.0110702,-9.84,0.0019927,-6.241
18,37199,SAL_Std_02,G,5,0.456,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,1.5,5221,96950,96.95,1.3,5528,102694,1.13,3.2,7503,0.418,139388,1.0592412,0.0119849,0,0,1.4377263,0.0040196,0,0,0.0111802,0,0.0020052,0
19,37200,GA1_Std_02,G,6,0.584,N2,1,1,47.4,27.2,12.1,3734,68883,68.883,8.2,2458,45356,0.499,0.6584552,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
19,37200,GA1_Std_02,G,6,0.584,N2,2,0,217.4,92.8,12.6,947,25537,25.537,8.4,621,16747,0.184,0.6557994,0.0073267,-4.033,-4.033,0.0036634,-4.033,,,,,,,,,,,,,,,,,,,,,,,,
19,37200,GA1_Std_02,G,6,0.584,CO2,3,0,366.2,115.2,,,,,,,,,,,,,,,0.1,5573,160005,160.005,-0.1,5823,166787,1.835,1.3,7951,0.686,228500,1.0423899,0.011794,-15.927,-15.927,1.4280834,0.0039926,-6.704,-6.704,0.0109921,-16.825,0.0019918,-6.673
19,37200,GA1_Std_02,G,6,0.584,CO2,4,1,525.4,41,,,,,,,,,,,,,,,1.6,5223,96914,96.914,1.4,5530,102657,1.129,3.4,7505,0.418,139336,1.0592607,0.0119849,0,0,1.4377214,0.0040196,0,0,0.0111802,0,0.0020052,0
20,37201,GA2_Std_02,G,7,0.595,N2,1,1,47.4,27.4,12.2,3735,68900,68.9,8.2,2459,45369,0.499,0.6584723,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
20,37201,GA2_Std_02,G,7,0.595,N2,2,0,217.4,91.3,12.6,981,26104,26.104,8.4,643,17101,0.188,0.655099,0.0073187,-5.123,-5.123,0.0036594,-5.123,,,,,,,,,,,,,,,,,,,,,,,,
20,37201,GA2_Std_02,G,7,0.595,CO2,3,0,366.2,114.9,,,,,,,,,,,,,,,0.2,5730,162849,162.849,-0.0,6071,172101,1.893,1.4,8176,0.698,232576,1.0568155,0.0119575,-2.28,-2.28,1.4281686,0.003993,-6.619,-6.619,0.0111556,-2.198,0.0019919,-6.621
20,37201,GA2_Std_02,G,7,0.595,CO2,4,1,525.4,41.4,,,,,,,,,,,,,,,1.6,5224,96976,96.976,1.5,5532,102720,1.13,3.5,7508,0.418,139421,1.0592307,0.0119849,0,0,1.4376848,0.0040196,0,0,0.0111802,0,0.0020052,0
21,37202,SF_119,G,8,0.468,N2,1,1,47.4,27.2,12.2,3728,68718,68.718,8.2,2456,45290,0.498,0.6590625,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
21,37202,SF_119,G,8,0.468,N2,2,0,217.2,93.2,12.6,1117,29632,29.632,8.4,747,19800,0.218,0.6682182,0.0074586,13.892,13.892,0.0037293,13.892,,,,,,,,,,,,,,,,,,,,,,,,
21,37202,SF_119,G,8,0.468,CO2,3,0,366.6,113.3,,,,,,,,,,,,,,,0.2,4942,139563,139.563,-0.1,5240,147650,1.624,1.3,7057,0.598,199479,1.0579408,0.0119704,-1.208,-1.208,1.4293082,0.0039961,-5.844,-5.844,0.0111682,-1.077,0.0019935,-5.847
21,37202,SF_119,G,8,0.468,CO2,4,1,525.4,40.1,,,,,,,,,,,,,,,1.4,5225,96887,96.887,1.3,5532,102625,1.129,3.2,7509,0.418,139295,1.05922,0.0119849,0,0,1.4377094,0.0040196,0,0,0.0111802,0,0.0020052,0
22,37203,SF_120,G,9,0.49,N2,1,1,47.4,27.2,12.2,3737,68916,68.916,8.2,2463,45420,0.5,0.6590648,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
22,37203,SF_120,G,9,0.49,N2,2,0,217.6,94.7,12.6,1198,32248,32.248,8.4,802,21559,0.237,0.6685453,0.0074622,14.385,14.385,0.0037311,14.385,,,,,,,,,,,,,,,,,,,,,,,,
22,37203,SF_120,G,9,0.49,CO2,3,0,366.8,114.3,,,,,,,,,,,,,,,0.1,5254,150310,150.31,-0.1,5564,158816,1.747,1.4,7500,0.644,214753,1.0565876,0.0119549,-2.497,-2.497,1.4287344,0.0039945,-6.223,-6.223,0.0111529,-2.446,0.0019927,-6.224
22,37203,SF_120,G,9,0.49,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,1.5,5225,96921,96.921,1.4,5531,102662,1.129,3.3,7508,0.418,139342,1.059233,0.0119849,0,0,1.4376805,0.0040196,0,0,0.0111802,0,0.0020052,0
23,37204,SF_121,G,10,0.455,N2,1,1,47.4,27.2,12.2,3740,69068,69.068,8.2,2462,45479,0.5,0.6584664,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
23,37204,SF_121,G,10,0.455,N2,2,0,217.2,92.8,12.6,1132,30174,30.174,8.4,756,20160,0.222,0.6681369,0.0074644,14.686,14.686,0.0037322,14.686,,,,,,,,,,,,,,,,,,,,,,,,
23,37204,SF_121,G,10,0.455,CO2,3,0,366.6,113.1,,,,,,,,,,,,,,,0.2,4964,140844,140.844,-0.0,5251,148660,1.635,1.3,7087,0.604,201276,1.0554927,0.0119429,-3.5,-3.5,1.4290703,0.0039954,-6.019,-6.019,0.0111408,-3.528,0.0019931,-6.018
23,37204,SF_121,G,10,0.455,CO2,4,1,525.4,41.2,,,,,,,,,,,,,,,1.4,5226,96996,96.996,1.3,5533,102739,1.13,3.2,7511,0.418,139454,1.0592003,0.0119849,0,0,1.4377239,0.0040196,0,0,0.0111802,0,0.0020052,0
24,37205,SF_122,G,11,0.418,N2,1,1,47.4,27,12.2,3742,68941,68.941,8.2,2465,45437,0.5,0.659078,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
24,37205,SF_122,G,11,0.418,N2,2,0,217.2,90.3,12.7,1042,28015,28.015,8.4,697,18725,0.206,0.6683861,0.0074603,14.123,14.123,0.0037301,14.123,,,,,,,,,,,,,,,,,,,,,,,,
24,37205,SF_122,G,11,0.418,CO2,3,0,367.2,112.4,,,,,,,,,,,,,,,0.1,4572,130450,130.45,-0.1,4841,137861,1.516,1.4,6530,0.559,186466,1.0568054,0.0119566,-2.355,-2.355,1.4294019,0.0039964,-5.763,-5.763,0.0111544,-2.31,0.0019936,-5.764
24,37205,SF_122,G,11,0.418,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,1.4,5228,97029,97.029,1.2,5535,102782,1.131,3.1,7513,0.418,139497,1.0592996,0.0119849,0,0,1.437687,0.0040196,0,0,0.0111802,0,0.0020052,0
25,37206,Blank,G,12,0,N2,1,1,47.4,27.4,12.2,3743,69064,69.064,8.2,2466,45519,0.501,0.6590915,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
25,37206,Blank,G,12,0,CO2,2,1,525.2,40.3,,,,,,,,,,,,,,,-0.0,5227,96982,96.982,-0.2,5534,102742,1.13,1.1,7512,0.418,139450,1.0593943,0.0119849,0,0,1.437903,0.0040196,0,0,0.0111802,0,0.0020052,0
26,37207,SF_123,H,1,0.463,N2,1,1,47.4,27,11.9,3742,69019,69.019,7.9,2466,45489,0.5,0.6590805,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
26,37207,SF_123,H,1,0.463,N2,2,0,217.4,94.1,12.4,1113,29990,29.99,8.3,744,20034,0.22,0.6680285,0.0074563,13.576,13.576,0.0037281,13.576,,,,,,,,,,,,,,,,,,,,,,,,
26,37207,SF_123,H,1,0.463,CO2,3,0,367.2,114.1,,,,,,,,,,,,,,,-0.0,4892,140028,140.028,-0.2,5164,147522,1.623,1.1,6986,0.6,200155,1.0535186,0.0119194,-5.458,-5.458,1.4293933,0.0039963,-5.78,-5.78,0.0111172,-5.636,0.0019936,-5.773
26,37207,SF_123,H,1,0.463,CO2,4,1,525.4,41,,,,,,,,,,,,,,,1.4,5228,96983,96.983,1.2,5536,102734,1.13,3.1,7514,0.418,139432,1.0593001,0.0119849,0,0,1.4377026,0.0040196,0,0,0.0111802,0,0.0020052,0
27,37208,SF_124,H,2,0.469,N2,1,1,47.7,27.2,12.1,3739,68913,68.913,8.2,2464,45417,0.5,0.6590577,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
27,37208,SF_124,H,2,0.469,N2,2,0,217.4,93.2,12.6,1099,29588,29.588,8.4,735,19775,0.218,0.6683391,0.00746,14.083,14.083,0.00373,14.083,,,,,,,,,,,,,,,,,,,,,,,,
27,37208,SF_124,H,2,0.469,CO2,3,0,367,114.1,,,,,,,,,,,,,,,0.1,4955,141737,141.737,-0.1,5245,149698,1.647,1.3,7075,0.608,202531,1.0561673,0.0119496,-2.941,-2.941,1.4289156,0.003995,-6.119,-6.119,0.0111475,-2.926,0.0019929,-6.119
