Row,Analysis,Date,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
1,41323,11/12/22,Dummy,A,1,0.606,N2,1,1,47.4,27,11.2,3318,61217,61.217,6.9,2185,40319,0.444,0.6586249,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
1,41323,11/12/22,Dummy,A,1,0.606,N2,2,0,216.3,79.8,12.2,1631,36300,36.3,7.5,1091,24252,0.267,0.6681025,0.0074623,14.39,14.39,0.0037311,14.39,,,,,,,,,,,,,,,,,,,,,,,,
1,41323,11/12/22,Dummy,A,1,0.606,CO2,3,0,364.5,100.1,,,,,,,,,,,,,,,0.4,7049,174231,174.231,-0.2,7504,184655,2.031,1.5,10037,0.746,248578,1.0598302,0.0119677,-1.432,-1.432,1.426714,0.0039941,-6.327,-6.327,0.0111657,-1.299,0.0019925,-6.331
1,41323,11/12/22,Dummy,A,1,0.606,CO2,4,1,525.4,41.2,,,,,,,,,,,,,,,2.6,5265,97119,97.119,2.1,5585,103078,1.134,4.7,7557,0.418,139444,1.0613498,0.0119849,0,0,1.4357988,0.0040196,0,0,0.0111802,0,0.0020052,0
2,41324,11/12/22,Blank,A,2,0,N2,1,1,47.7,27,12.4,3313,61093,61.093,8.1,2184,40269,0.443,0.6591465,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
2,41324,11/12/22,Blank,A,2,0,CO2,2,1,525.4,40.8,,,,,,,,,,,,,,,0.7,5260,97257,97.257,0.1,5582,103245,1.136,2.0,7552,0.419,139648,1.0615651,0.0119849,0,0,1.435861,0.0040196,0,0,0.0111802,0,0.0020052,0
3,41325,11/12/22,GA1_QTY_0.14,A,3,0.156,N2,1,1,47.4,26.8,12.3,3314,61043,61.043,8.0,2184,40238,0.443,0.6591826,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
3,41325,11/12/22,GA1_QTY_0.14,A,3,0.156,N2,2,0,216.3,67.3,13.1,292,6575,6.575,8.3,192,4319,0.048,0.6569482,0.0073315,-3.39,-3.39,0.0036657,-3.39,,,,,,,,,,,,,,,,,,,,,,,,
3,41325,11/12/22,GA1_QTY_0.14,A,3,0.156,CO2,3,0,369.5,86.5,,,,,,,,,,,,,,,0.6,1738,42280,42.28,0.1,1817,44177,0.486,1.9,2477,0.181,60343,1.0448747,0.0117976,-15.628,-15.628,1.4272265,0.0039957,-5.925,-5.925,0.0109954,-16.533,0.0019934,-5.894
3,41325,11/12/22,GA1_QTY_0.14,A,3,0.156,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,1.3,5264,97395,97.395,0.7,5586,103381,1.137,2.8,7556,0.419,139833,1.0614629,0.0119849,0,0,1.4357326,0.0040196,0,0,0.0111802,0,0.0020052,0
