Row,Analysis,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
1,36732,Dummy,E,4,0.375,N2,1,1,47.9,27.2,10.9,3832,70727,70.727,6.9,2528,46665,0.513,0.659789,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
1,36732,Dummy,E,4,0.375,N2,2,0,216.9,81.7,11.5,312,8526,8.526,7.3,208,5688,0.063,0.6671043,0.007438,11.087,11.087,0.003719,11.087,,,,,,,,,,,,,,,,,,,,,,,,
1,36732,Dummy,E,4,0.375,CO2,3,0,372.6,102.4,,,,,,,,,,,,,,,-0.3,1908,55153,55.153,-0.6,2027,58534,0.644,0.5,2732,0.237,79046,1.0612936,0.0119816,-0.275,-0.275,1.4332097,0.0040073,-3.04,-3.04,0.0111782,-0.182,0.0019991,-3.043
1,36732,Dummy,E,4,0.375,CO2,4,1,525.6,40.5,,,,,,,,,,,,,,,0.3,5339,98316,98.316,0.1,5666,104371,1.148,1.5,7673,0.424,141337,1.0615858,0.0119849,0,0,1.4375797,0.0040196,0,0,0.0111802,0,0.0020052,0
2,36733,Blank,E,5,0,N2,1,1,47.9,27.2,11.5,3831,70682,70.682,7.4,2526,46606,0.513,0.6593749,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
2,36733,Blank,E,5,0,CO2,2,1,525.6,40.3,,,,,,,,,,,,,,,-0.2,5337,98775,98.775,-0.5,5655,104732,1.152,0.6,7673,0.426,142071,1.0603148,0.0119849,0,0,1.4383294,0.0040196,0,0,0.0111802,0,0.0020052,0
3,36734,GA1_QTY_0.14,E,6,0.153,N2,1,1,47.9,27.2,11.5,3845,70902,70.902,7.5,2532,46701,0.514,0.6586696,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
3,36734,GA1_QTY_0.14,E,6,0.153,N2,2,0,216.9,79.2,12.1,249,6756,6.756,7.7,164,4434,0.049,0.6563029,0.00733,-3.593,-3.593,0.003665,-3.593,,,,,,,,,,,,,,,,,,,,,,,,
3,36734,GA1_QTY_0.14,E,6,0.153,CO2,3,0,374.5,99.3,,,,,,,,,,,,,,,-0.2,1458,41784,41.784,-0.5,1522,43599,0.48,0.7,2084,0.179,59810,1.0434231,0.0117981,-15.585,-15.585,1.4314068,0.0040002,-4.821,-4.821,0.0109954,-16.529,0.0019956,-4.79
3,36734,GA1_QTY_0.14,E,6,0.153,CO2,4,1,525.6,41.2,,,,,,,,,,,,,,,0.3,5336,98915,98.915,0,5653,104844,1.153,1.4,7671,0.427,142273,1.0599428,0.0119849,0,0,1.4383415,0.0040196,0,0,0.0111802,0,0.0020052,0
4,36735,GA1_QTY_0.56,E,7,0.58,N2,1,1,47.7,27.2,11.7,3830,70657,70.657,7.6,2525,46582,0.512,0.6592718,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
4,36735,GA1_QTY_0.56,E,7,0.58,N2,2,0,217.2,90.3,12.2,964,25968,25.968,7.9,634,17052,0.188,0.6566395,0.007327,-3.993,-3.993,0.0036635,-3.993,,,,,,,,,,,,,,,,,,,,,,,,
4,36735,GA1_QTY_0.56,E,7,0.58,CO2,3,0,371.2,112.9,,,,,,,,,,,,,,,-0.2,5591,161586,161.586,-0.4,5846,168523,1.854,0.7,7977,0.692,230727,1.042931,0.0117943,-15.897,-15.897,1.4278952,0.0039908,-7.162,-7.162,0.0109926,-16.776,0.0019909,-7.132
4,36735,GA1_QTY_0.56,E,7,0.58,CO2,4,1,525.6,41.4,,,,,,,,,,,,,,,1.4,5337,99109,99.109,1.2,5653,105033,1.155,3,7672,0.428,142538,1.0597786,0.0119849,0,0,1.4381958,0.0040196,0,0,0.0111802,0,0.0020052,0
