Row,Analysis,Date,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
1,42234,12/09/22,Dummy,A,1,0.388,N2,1,1,47.4,27,15.4,3296,60741,60.741,10.2,2172,40027,0.44,0.6589842,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
1,42234,12/09/22,Dummy,A,1,0.388,N2,2,0,213,68.3,16.0,475,10508,10.508,10.4,317,6999,0.077,0.6661285,0.0074362,10.841,10.841,0.0037181,10.841,,,,,,,,,,,,,,,,,,,,,,,,
1,42234,12/09/22,Dummy,A,1,0.388,CO2,3,0,366.6,91.3,,,,,,,,,,,,,,,1.0,3494,85243,85.243,0.4,3711,90370,0.994,2.5,5033,0.369,122957,1.0601478,0.0119708,-1.171,-1.171,1.4424241,0.0040382,4.647,4.647,0.0111642,-1.428,0.0020145,4.656
1,42234,12/09/22,Dummy,A,1,0.388,CO2,4,1,525.4,41.2,,,,,,,,,,,,,,,2.1,5251,97134,97.134,1.6,5570,103098,1.134,4.2,7536,0.418,139461,1.0613905,0.0119849,0,0,1.4357517,0.0040196,0,0,0.0111802,0,0.0020052,0
2,42235,12/09/22,Blank,A,2,0,N2,1,1,47.4,27,15.6,3294,60817,60.817,10.4,2171,40081,0.441,0.6590399,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
2,42235,12/09/22,Blank,A,2,0,CO2,2,0,368.5,79.6,,,,,,,,,,,,,,,1.0,167,4834,4.834,0.4,173,5012,0.055,2.6,241,0.021,6989,1.0367912,0.0117059,-23.279,-23.279,1.4458027,0.0040474,6.935,6.935,0.0108983,-25.214,0.0020192,6.999
2,42235,12/09/22,Blank,A,2,0,CO2,3,1,525.2,41.2,,,,,,,,,,,,,,,1.2,5244,96977,96.977,0.6,5564,102942,1.132,2.7,7527,0.418,139245,1.0615024,0.0119849,0,0,1.435845,0.0040196,0,0,0.0111802,0,0.0020052,0
3,42236,12/09/22,GA1_QTY_0.14,A,3,0.138,N2,1,1,47.4,27,15.5,3291,60651,60.651,10.3,2169,39971,0.44,0.659043,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
3,42236,12/09/22,GA1_QTY_0.14,A,3,0.138,N2,2,0,213,65.4,16.0,257,5759,5.759,10.5,169,3782,0.042,0.6567906,0.0073313,-3.418,-3.418,0.0036656,-3.418,,,,,,,,,,,,,,,,,,,,,,,,
3,42236,12/09/22,GA1_QTY_0.14,A,3,0.138,CO2,3,0,368.5,84,,,,,,,,,,,,,,,1.0,1562,38110,38.11,0.4,1634,39829,0.438,2.4,2252,0.165,55005,1.0451086,0.0118006,-15.371,-15.371,1.4433077,0.0040408,5.273,5.273,0.0109938,-16.674,0.0020159,5.316
3,42236,12/09/22,GA1_QTY_0.14,A,3,0.138,CO2,4,1,525.4,41.4,,,,,,,,,,,,,,,1.6,5246,96951,96.951,1.1,5565,102906,1.132,3.4,7529,0.418,139196,1.0614236,0.0119849,0,0,1.4357374,0.0040196,0,0,0.0111802,0,0.0020052,0
4,42237,12/09/22,GA1_QTY_0.56,A,4,0.589,N2,1,1,47.4,27,15.6,3290,60684,60.684,10.4,2169,39993,0.44,0.6590363,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
4,42237,12/09/22,GA1_QTY_0.56,A,4,0.589,N2,2,0,213,74,16.1,1151,25349,25.349,10.6,756,16637,0.183,0.6563241,0.0073261,-4.115,-4.115,0.0036631,-4.115,,,,,,,,,,,,,,,,,,,,,,,,
4,42237,12/09/22,GA1_QTY_0.56,A,4,0.589,CO2,3,0,363.5,97.2,,,,,,,,,,,,,,,1.0,6598,162504,162.504,0.4,6920,169790,1.868,2.5,9494,0.703,234167,1.0448389,0.0117986,-15.541,-15.541,1.4409952,0.0040348,3.803,3.803,0.0109923,-16.802,0.0020129,3.845
4,42237,12/09/22,GA1_QTY_0.56,A,4,0.589,CO2,4,1,525.4,42,,,,,,,,,,,,,,,2.7,5241,97006,97.006,2.2,5560,102955,1.133,5.0,7521,0.418,139255,1.0613329,0.0119849,0,0,1.4355354,0.0040196,0,0,0.0111802,0,0.0020052,0
5,42238,12/09/22,GA1_QTY_0.70,A,5,0.713,N2,1,1,47.4,27,15.8,3285,60547,60.547,10.7,2165,39904,0.439,0.6590624,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
5,42238,12/09/22,GA1_QTY_0.70,A,5,0.713,N2,2,0,213,74.8,16.3,1407,30828,30.828,10.8,924,20235,0.223,0.6563819,0.0073265,-4.067,-4.067,0.0036632,-4.067,,,,,,,,,,,,,,,,,,,,,,,,
5,42238,12/09/22,GA1_QTY_0.70,A,5,0.713,CO2,3,0,362,99.5,,,,,,,,,,,,,,,1.1,7991,197196,197.196,0.5,8390,206028,2.266,2.7,11488,0.852,283864,1.044791,0.0117986,-15.544,-15.544,1.4395045,0.004031,2.843,2.843,0.0109927,-16.77,0.002011,2.884
5,42238,12/09/22,GA1_QTY_0.70,A,5,0.713,CO2,4,1,525.4,42,,,,,,,,,,,,,,,3.0,5237,96950,96.95,2.6,5554,102892,1.132,5.5,7514,0.417,139165,1.061288,0.0119849,0,0,1.4354232,0.0040196,0,0,0.0111802,0,0.0020052,0
6,42239,12/09/22,SAL_Std_01,A,6,0.557,N2,1,1,47.4,26.8,15.9,3281,60466,60.466,10.7,2162,39852,0.438,0.6590773,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
6,42239,12/09/22,SAL_Std_01,A,6,0.557,N2,2,0,212.8,71.1,16.4,1445,31635,31.635,10.9,964,21095,0.232,0.6668244,0.0074429,11.754,11.754,0.0037214,11.754,,,,,,,,,,,,,,,,,,,,,,,,
6,42239,12/09/22,SAL_Std_01,A,6,0.557,CO2,3,0,362.4,98.4,,,,,,,,,,,,,,,1.2,7303,179622,179.622,0.6,7715,188894,2.078,2.8,10502,0.776,258645,1.0516215,0.0118759,-9.093,-9.093,1.4399417,0.0040324,3.193,3.193,0.0110699,-9.867,0.0020117,3.218
6,42239,12/09/22,SAL_Std_01,A,6,0.557,CO2,4,1,525.4,41.8,,,,,,,,,,,,,,,2.9,5233,96904,96.904,2.4,5550,102841,1.131,5.4,7507,0.417,139092,1.0612713,0.0119849,0,0,1.435359,0.0040196,0,0,0.0111802,0,0.0020052,0
7,42240,12/09/22,GA1_Std_01,A,7,0.607,N2,1,1,47.7,27,15.9,3278,60411,60.411,10.8,2160,39816,0.438,0.6590863,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
7,42240,12/09/22,GA1_Std_01,A,7,0.607,N2,2,0,213,73.2,16.4,1183,25808,25.808,10.9,777,16939,0.186,0.656355,0.0073259,-4.144,-4.144,0.003663,-4.144,,,,,,,,,,,,,,,,,,,,,,,,
7,42240,12/09/22,GA1_Std_01,A,7,0.607,CO2,3,0,362.8,97.2,,,,,,,,,,,,,,,1.2,6777,165763,165.763,0.6,7110,173189,1.905,2.8,9745,0.716,238725,1.0447988,0.0117986,-15.541,-15.541,1.4401585,0.0040331,3.377,3.377,0.0109925,-16.786,0.0020121,3.418
7,42240,12/09/22,GA1_Std_01,A,7,0.607,CO2,4,1,525.4,41.8,,,,,,,,,,,,,,,2.8,5228,96847,96.847,2.4,5546,102783,1.131,5.3,7501,0.417,139005,1.061292,0.0119849,0,0,1.4353115,0.0040196,0,0,0.0111802,0,0.0020052,0
8,42241,12/09/22,GA2_Std_01,A,8,0.581,N2,1,1,47.4,26.8,15.9,3277,60358,60.358,10.8,2159,39783,0.438,0.6591129,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
8,42241,12/09/22,GA2_Std_01,A,8,0.581,N2,2,0,212.8,73.6,16.4,1125,24744,24.744,11.0,738,16223,0.178,0.655647,0.0073177,-5.258,-5.258,0.0036589,-5.258,,,,,,,,,,,,,,,,,,,,,,,,
