Row,Analysis,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
1,36583,Dummy,A,1,0.561,N2,1,1,47.9,26.5,11,3954,70913,70.913,7.1,2608,46794,0.515,0.6598803,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
1,36583,Dummy,A,1,0.561,N2,2,0,219.5,92.6,11.7,519,14973,14.973,7.6,347,9991,0.11,0.6672544,0.0074386,11.175,11.175,0.0037193,11.175,,,,,,,,,,,,,,,,,,,,,,,,
1,36583,Dummy,A,1,0.561,CO2,3,0,375.2,118.1,,,,,,,,,,,,,,,-0.3,2980,90271,90.271,-0.5,3165,95725,1.053,0.3,4265,0.388,129244,1.0604126,0.0119746,-0.852,-0.852,1.431733,0.0040023,-4.29,-4.29,0.0111718,-0.754,0.0019966,-4.293
1,36583,Dummy,A,1,0.561,CO2,4,1,525.6,41,,,,,,,,,,,,,,,0.9,5443,100738,100.738,0.7,5774,106915,1.176,2.1,7824,0.435,144852,1.0613172,0.0119849,0,0,1.4379018,0.0040196,0,0,0.0111802,0,0.0020052,0
2,36584,Blank,A,2,0,N2,1,1,47.7,27.2,11.6,3939,72063,72.063,7.8,2595,47478,0.522,0.6588435,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
2,36584,Blank,A,2,0,CO2,2,1,525.4,40.3,,,,,,,,,,,,,,,-0.2,5437,100884,100.884,-0.5,5760,106949,1.176,0.5,7817,0.435,145124,1.0601237,0.0119849,0,0,1.4385329,0.0040196,0,0,0.0111802,0,0.0020052,0
3,36585,GA1_QTY_0.14,A,3,0.16,N2,1,1,47.7,27,11.7,3928,71795,71.795,7.7,2586,47294,0.52,0.6587327,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
3,36585,GA1_QTY_0.14,A,3,0.16,N2,2,0,219.2,84.2,12.2,249,7187,7.187,8,164,4716,0.052,0.6561829,0.0073279,-3.871,-3.871,0.003664,-3.871,,,,,,,,,,,,,,,,,,,,,,,,
3,36585,GA1_QTY_0.14,A,3,0.16,CO2,3,0,376.2,108.1,,,,,,,,,,,,,,,-0.2,1462,44225,44.225,-0.4,1526,46132,0.507,0.6,2089,0.19,63228,1.0431273,0.0117966,-15.708,-15.708,1.4296852,0.0039949,-6.136,-6.136,0.0109945,-16.612,0.001993,-6.106
3,36585,GA1_QTY_0.14,A,3,0.16,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,0.4,5444,100980,100.98,0.2,5766,107016,1.177,1.5,7829,0.436,145261,1.0597746,0.0119849,0,0,1.438512,0.0040196,0,0,0.0111802,0,0.0020052,0
4,36586,GA1_QTY_0.56,A,4,0.56,N2,1,1,47.9,27.2,11.9,3921,72220,72.22,7.9,2582,47571,0.523,0.658699,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
4,36586,GA1_QTY_0.56,A,4,0.56,N2,2,0,219.5,98.9,12.4,893,25596,25.596,8.1,587,16794,0.185,0.6561314,0.0073277,-3.898,-3.898,0.0036639,-3.898,,,,,,,,,,,,,,,,,,,,,,,,
4,36586,GA1_QTY_0.56,A,4,0.56,CO2,3,0,372.6,127.1,,,,,,,,,,,,,,,-0.1,5209,157957,157.957,-0.4,5444,164700,1.812,0.6,7425,0.676,225278,1.0426837,0.0117939,-15.932,-15.932,1.4261955,0.0039854,-8.486,-8.486,0.0109928,-16.764,0.0019882,-8.458
4,36586,GA1_QTY_0.56,A,4,0.56,CO2,4,1,525.6,41.6,,,,,,,,,,,,,,,1.7,5446,101012,101.012,1.5,5768,107029,1.177,3.3,7831,0.436,145296,1.0595645,0.0119849,0,0,1.4384024,0.0040196,0,0,0.0111802,0,0.0020052,0
5,36587,GA1_QTY_0.70,A,5,0.728,N2,1,1,47.7,27.2,12.1,3914,71694,71.694,8.1,2580,47273,0.52,0.6593679,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
5,36587,GA1_QTY_0.70,A,5,0.728,N2,2,0,219.2,102.2,12.5,1167,33290,33.29,8.3,767,21860,0.24,0.6566445,0.007326,-4.13,-4.13,0.003663,-4.13,,,,,,,,,,,,,,,,,,,,,,,,
5,36587,GA1_QTY_0.70,A,5,0.728,CO2,3,0,370.8,131.9,,,,,,,,,,,,,,,0,6804,206309,206.309,-0.3,7114,215076,2.366,0.8,9681,0.881,293786,1.0424976,0.0117921,-16.079,-16.079,1.4240091,0.0039797,-9.904,-9.904,0.0109916,-16.869,0.0019854,-9.877
5,36587,GA1_QTY_0.70,A,5,0.728,CO2,4,1,525.4,41.4,,,,,,,,,,,,,,,2.3,5449,101117,101.117,2.1,5770,107137,1.179,4.2,7833,0.436,145432,1.0595342,0.0119849,0,0,1.4382541,0.0040196,0,0,0.0111802,0,0.0020052,0
6,36588,SAL_Std_01,A,6,0.468,N2,1,1,47.7,27.2,12.2,3911,71940,71.94,8.2,2578,47437,0.522,0.6593958,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
6,36588,SAL_Std_01,A,6,0.468,N2,2,0,219.2,102,12.6,985,28492,28.492,8.4,658,19008,0.209,0.6671399,0.0074428,11.744,11.744,0.0037214,11.744,,,,,,,,,,,,,,,,,,,,,,,,
6,36588,SAL_Std_01,A,6,0.468,CO2,3,0,372.4,129.8,,,,,,,,,,,,,,,0,5058,154259,154.259,-0.2,5319,161897,1.781,0.9,7200,0.659,219768,1.0495139,0.0118718,-9.435,-9.435,1.4246735,0.0039816,-9.454,-9.454,0.0110711,-9.762,0.0019863,-9.443
6,36588,SAL_Std_01,A,6,0.468,CO2,4,1,525.6,41.4,,,,,,,,,,,,,,,1.8,5452,101813,101.813,1.6,5775,107871,1.187,3.5,7840,0.439,146434,1.0595102,0.0119849,0,0,1.4382711,0.0040196,0,0,0.0111802,0,0.0020052,0
7,36589,GA1_Std_01,A,7,0.567,N2,1,1,47.7,27,12.2,3912,72120,72.12,8.2,2579,47556,0.523,0.6593956,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
7,36589,GA1_Std_01,A,7,0.567,N2,2,0,219,98.2,12.7,917,25958,25.958,8.4,603,17047,0.188,0.6567281,0.0073266,-4.045,-4.045,0.0036633,-4.045,,,,,,,,,,,,,,,,,,,,,,,,
7,36589,GA1_Std_01,A,7,0.567,CO2,3,0,372,126.4,,,,,,,,,,,,,,,0,5364,160723,160.723,-0.2,5605,167567,1.843,1,7636,0.687,229029,1.0425827,0.0117927,-16.035,-16.035,1.4249904,0.0039828,-9.151,-9.151,0.0109918,-16.85,0.0019869,-9.123
7,36589,GA1_Std_01,A,7,0.567,CO2,4,1,525.4,41,,,,,,,,,,,,,,,1.8,5450,101211,101.211,1.6,5771,107240,1.18,3.5,7835,0.437,145556,1.0595731,0.0119849,0,0,1.4381504,0.0040196,0,0,0.0111802,0,0.0020052,0
8,36590,GA2_Std_01,A,8,0.568,N2,1,1,47.7,27.2,12.2,3912,71810,71.81,8.2,2576,47308,0.52,0.6587883,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
8,36590,GA2_Std_01,A,8,0.568,N2,2,0,219.7,98.4,12.7,917,26049,26.049,8.4,602,17075,0.188,0.6554835,0.0073195,-5.016,-5.016,0.0036597,-5.016,,,,,,,,,,,,,,,,,,,,,,,,
8,36590,GA2_Std_01,A,8,0.568,CO2,3,0,372.4,127.1,,,,,,,,,,,,,,,0.1,5361,161158,161.158,-0.2,5681,170375,1.874,1,7636,0.689,229731,1.0571884,0.0119572,-2.309,-2.309,1.4255021,0.0039842,-8.801,-8.801,0.0111562,-2.147,0.0019875,-8.806
8,36590,GA2_Std_01,A,8,0.568,CO2,4,1,525.4,40.8,,,,,,,,,,,,,,,1.8,5449,101268,101.268,1.7,5770,107307,1.18,3.5,7834,0.437,145640,1.059635,0.0119849,0,0,1.4381594,0.0040196,0,0,0.0111802,0,0.0020052,0
9,36591,SI_01,A,9,0.473,N2,1,1,47.7,27,12.3,3910,71612,71.612,8.2,2578,47222,0.519,0.6594102,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
9,36591,SI_01,A,9,0.473,N2,2,0,219,95.3,12.7,614,17697,17.697,8.4,410,11808,0.13,0.6672266,0.0074436,11.854,11.854,0.0037218,11.854,,,,,,,,,,,,,,,,,,,,,,,,
9,36591,SI_01,A,9,0.473,CO2,3,0,373.9,122.3,,,,,,,,,,,,,,,0.1,3444,104096,104.096,-0.2,3652,110219,1.212,1,4909,0.446,148529,1.0588174,0.011976,-0.737,-0.737,1.4268478,0.0039879,-7.873,-7.873,0.0111747,-0.496,0.0019894,-7.88
9,36591,SI_01,A,9,0.473,CO2,4,1,525.4,41,,,,,,,,,,,,,,,1.3,5450,101195,101.195,1.1,5772,107226,1.179,2.7,7836,0.437,145536,1.0595978,0.0119849,0,0,1.43817,0.0040196,0,0,0.0111802,0,0.0020052,0
10,36592,SI_02,A,10,0.428,N2,1,1,47.7,27.2,12.2,3907,71963,71.963,8.2,2573,47407,0.521,0.6587667,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
10,36592,SI_02,A,10,0.428,N2,2,0,219.5,93,12.7,519,14819,14.819,8.4,346,9879,0.109,0.6666565,0.0074445,11.977,11.977,0.0037223,11.977,,,,,,,,,,,,,,,,,,,,,,,,
10,36592,SI_02,A,10,0.428,CO2,3,0,374.3,120,,,,,,,,,,,,,,,0,3223,96609,96.609,-0.2,3418,102339,1.126,0.9,4597,0.414,137908,1.0593132,0.0119814,-0.284,-0.284,1.4274859,0.0039897,-7.436,-7.436,0.0111799,-0.028,0.0019903,-7.444
10,36592,SI_02,A,10,0.428,CO2,4,1,525.4,41,,,,,,,,,,,,,,,1.2,5451,101143,101.143,1,5772,107173,1.179,2.6,7836,0.436,145462,1.0596146,0.0119849,0,0,1.4381802,0.0040196,0,0,0.0111802,0,0.0020052,0
11,36593,SI_03,A,11,0.447,N2,1,1,47.9,27.2,12.2,3907,72049,72.049,8.1,2573,47466,0.522,0.6587953,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
11,36593,SI_03,A,11,0.447,N2,2,0,219.5,89.7,12.6,419,11937,11.937,8.4,280,7954,0.087,0.6663467,0.0074407,11.462,11.462,0.0037204,11.462,,,,,,,,,,,,,,,,,,,,,,,,
11,36593,SI_03,A,11,0.447,CO2,3,0,375.4,114.1,,,,,,,,,,,,,,,0,2411,71930,71.93,-0.3,2555,76148,0.838,0.9,3442,0.308,102767,1.0586406,0.0119736,-0.936,-0.936,1.4287131,0.0039931,-6.586,-6.586,0.0111717,-0.758,0.001992,-6.592
11,36593,SI_03,A,11,0.447,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,0.9,5448,101083,101.083,0.7,5770,107111,1.178,2.2,7831,0.436,145376,1.0596327,0.0119849,0,0,1.4381856,0.0040196,0,0,0.0111802,0,0.0020052,0
12,36594,SI_04,A,12,0.473,N2,1,1,47.9,27.4,12.2,3904,72395,72.395,8.1,2571,47691,0.525,0.6587624,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
12,36594,SI_04,A,12,0.473,N2,2,0,219.5,90.9,12.7,475,13525,13.525,8.4,317,9011,0.099,0.6662431,0.0074399,11.356,11.356,0.00372,11.356,,,,,,,,,,,,,,,,,,,,,,,,
12,36594,SI_04,A,12,0.473,CO2,3,0,374.7,117,,,,,,,,,,,,,,,0,2886,86247,86.247,-0.3,3060,91348,1.005,0.9,4121,0.37,123249,1.0591398,0.011979,-0.489,-0.489,1.4290173,0.0039941,-6.329,-6.329,0.011177,-0.289,0.0019925,-6.335
12,36594,SI_04,A,12,0.473,CO2,4,1,525.6,40.8,,,,,,,,,,,,,,,1,5451,101165,101.165,0.8,5775,107200,1.179,2.3,7839,0.436,145487,1.0596585,0.0119849,0,0,1.4381196,0.0040196,0,0,0.0111802,0,0.0020052,0
13,36595,Blank,B,1,0,N2,1,1,47.7,27,12.2,3899,70664,70.664,8.2,2568,46551,0.512,0.6587626,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
13,36595,Blank,B,1,0,CO2,2,1,525.4,40.1,,,,,,,,,,,,,,,-0.1,5448,101642,101.642,-0.4,5771,107726,1.185,0.7,7833,0.439,146190,1.0598618,0.0119849,0,0,1.4382906,0.0040196,0,0,0.0111802,0,0.0020052,0
14,36596,SI_05,B,2,0.456,N2,1,1,47.7,27.2,12,3899,71576,71.576,8,2568,47155,0.519,0.6588116,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
14,36596,SI_05,B,2,0.456,N2,2,0,219.5,90.5,12.6,446,12665,12.665,8.2,298,8439,0.093,0.6663373,0.0074404,11.423,11.423,0.0037202,11.423,,,,,,,,,,,,,,,,,,,,,,,,
14,36596,SI_05,B,2,0.456,CO2,3,0,374.9,116.2,,,,,,,,,,,,,,,-0.1,2860,85106,85.106,-0.3,3035,90199,0.992,0.8,4086,0.365,121668,1.0598388,0.0119866,0.149,0.149,1.4296021,0.0039957,-5.934,-5.934,0.0111845,0.381,0.0019933,-5.942
14,36596,SI_05,B,2,0.456,CO2,4,1,525.4,40.3,,,,,,,,,,,,,,,0.9,5450,101059,101.059,0.7,5773,107091,1.178,2.2,7836,0.436,145337,1.059681,0.0119849,0,0,1.4381364,0.0040196,0,0,0.0111802,0,0.0020052,0
15,36597,SI_06,B,3,1.599,N2,1,1,47.7,27.2,12.2,3896,72023,72.023,8.1,2566,47448,0.522,0.6587969,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
15,36597,SI_06,B,3,1.599,N2,2,0,219.9,89.7,12.6,486,13426,13.426,8.3,324,8929,0.098,0.6650565,0.0074263,9.502,9.502,0.0037131,9.502,,,,,,,,,,,,,,,,,,,,,,,,
15,36597,SI_06,B,3,1.599,CO2,3,0,367,137.7,,,,,,,,,,,,,,,0,11635,347809,347.809,-0.3,12404,368700,4.056,0.9,16553,1.486,495399,1.0600621,0.0119895,0.386,0.386,1.4243416,0.0039816,-9.441,-9.441,0.0111888,0.765,0.0019862,-9.453
15,36597,SI_06,B,3,1.599,CO2,4,1,525.4,41.8,,,,,,,,,,,,,,,3.4,5449,101206,101.206,3.4,5772,107243,1.18,5.9,7833,0.437,145525,1.0596534,0.0119849,0,0,1.4379165,0.0040196,0,0,0.0111802,0,0.0020052,0
16,36598,SI_07,B,4,0.496,N2,1,1,47.7,27.2,12.5,3891,71732,71.732,8.4,2563,47260,0.52,0.6588409,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
16,36598,SI_07,B,4,0.496,N2,2,0,219.5,94.7,12.8,654,18630,18.63,8.6,436,12416,0.137,0.6664346,0.0074412,11.526,11.526,0.0037206,11.526,,,,,,,,,,,,,,,,,,,,,,,,
16,36598,SI_07,B,4,0.496,CO2,3,0,373.9,121.6,,,,,,,,,,,,,,,0.2,3784,113252,113.252,-0.1,4017,120031,1.32,1.2,5402,0.485,161823,1.0598546,0.0119862,0.112,0.112,1.4288733,0.0039942,-6.319,-6.319,0.0111842,0.355,0.0019925,-6.327
16,36598,SI_07,B,4,0.496,CO2,4,1,525.4,40.8,,,,,,,,,,,,,,,1.4,5448,101134,101.134,1.2,5770,107175,1.179,3,7830,0.436,145426,1.0597364,0.0119849,0,0,1.4379598,0.0040196,0,0,0.0111802,0,0.0020052,0
17,36599,SI_08,B,5,0.446,N2,1,1,47.7,27.2,12.3,3894,71680,71.68,8.3,2565,47222,0.519,0.6587949,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
