"","sampleID","sample.mass","d15N","d13C","Amt.N","per.N","Amt.C","per.C"
"1","SI_597",9,9.73763636363636,-15.6395436216412,0.653215784754121,0.0725795316393467,3.97068756042881,0.441187506714312
"2","SI_598",10,9.14163636363636,-14.485804540992,0.620827478118363,0.0620827478118363,3.17676109656972,0.317676109656972
"3","SI_599",11,9.49463636363636,-13.271709774355,0.869992965801368,0.0790902696183061,5.42710213154454,0.493372921049504
"4","SI_600",12,8.73963636363636,-14.1135016606379,0.592207118046667,0.0493505931705556,3.24941771367005,0.270784809472504
"5","SI_601",2,8.98563636363636,-14.6886469770572,0.917613396845031,0.458806698422515,3.60397305358569,1.80198652679285
"6","SI_602",3,8.69763636363636,-14.5893593611611,0.548915817097883,0.182971939032628,3.42367424092503,1.14122474697501
"7","SI_603",4,9.41063636363636,-14.5171688237084,0.86197605821826,0.215494014554565,3.96203441095895,0.990508602739738
"8","SI_604",5,9.81763636363636,-13.5006603205957,0.630287429066431,0.126057485813286,3.67342203769288,0.734684407538576
"9","SI_605",9,8.42563636363636,-11.7071854556453,0.513080240201389,0.0570089155779321,4.84510323358076,0.538344803731195
"10","SI_606",10,8.64463636363636,-10.9780818293878,0.113918411638429,0.0113918411638429,2.42304193929901,0.242304193929901
"11","SI_607",11,9.30763636363636,-11.0241231447621,-0.02228884819858,-0.00202625892714364,2.13152031750428,0.193774574318571
"12","SI_608",12,8.63463636363636,-11.0469670333999,0.451109544583962,0.0375924620486635,4.18418164476261,0.348681803730218
"13","SI_609",2,8.69663636363636,-9.96106495036399,-0.112799734811872,-0.0563998674059361,0.92224267909221,0.461121339546105
"14","SI_610",3,8.41763636363636,-11.2564559236917,0.599662842098958,0.199887614032986,6.03543345849849,2.01181115283283
"15","SI_611",4,8.68363636363636,-10.6519199249226,0.236577097659985,0.0591442744149963,2.94506555990277,0.736266389975693
"16","SI_612",5,9.29963636363636,-10.0212686499722,-0.192086950808813,-0.0384173901617625,0.885168409380854,0.177033681876171
"17","SI_613",9,8.25663636363636,-11.3203878018069,0.549717507856193,0.0610797230951326,5.97732308404145,0.664147009337939
"18","SI_614",10,8.94463636363636,-11.8413428194901,0.786296450633717,0.0786296450633718,6.07608834178358,0.607608834178358
"19","SI_615",11,13.7446363636364,-15.2541265484603,0.87087482563551,0.0791704386941372,2.11227451954547,0.192024956322315
"20","SI_616",12,13.2096363636364,-15.075622782701,0.895005717460665,0.0745838097883888,1.41778467847358,0.118148723206132
"21","SI_617",2,13.3076363636364,-15.0157238403334,1.18778318239578,0.593891591197889,2.70747693006239,1.3537384650312
"22","SI_618",3,12.7606363636364,-14.8991785720063,1.04564341094727,0.34854780364909,1.88184711685255,0.627282372284183
"23","SI_619",4,12.9116363636364,-14.5316192426048,1.15355098701591,0.288387746753977,2.51293025922292,0.62823256480573
"24","SI_620",5,13.1756363636364,-14.6804029800813,1.25584672777637,0.251169345555273,2.90590259894007,0.581180519788015
