"","sampleID","sample.mass","d15N","d13C","Amt.N","per.N","Amt.C","per.C"
"1","SI_476",9,14.1096363636364,-10.3063606852433,0.780395402968832,0.0867106003298703,1.40526717938876,0.156140797709862
"2","SI_477",10,14.7086363636364,-10.3777123041933,1.11385012236896,0.111385012236896,1.76803162995313,0.176803162995313
"3","SI_478",11,14.3586363636364,-11.2320435702421,1.03746933607411,0.094315394188555,1.57920660649002,0.143564236953638
"4","SI_479",12,13.8636363636364,-17.5774619190945,1.01005501322787,0.0841712511023224,1.57016011146347,0.13084667595529
"5","SI_480",2,14.4856363636364,-17.3882033383083,0.591684859854332,0.295842429927166,0.0294597675793552,0.0147298837896776
"6","SI_481",3,13.2586363636364,-18.0833559893849,0.64927217954391,0.21642405984797,-0.147193608029862,-0.0490645360099541
"7","SI_482",4,13.5196363636364,-18.3284922265031,0.931777638559999,0.23294440964,1.41513608305408,0.35378402076352
"8","SI_483",5,13.7366363636364,-18.7209601269257,0.772809049476792,0.154561809895358,0.743639429492971,0.148727885898594
"9","SI_484",9,13.8726363636364,-17.8655563480762,0.973761208453449,0.108195689828161,1.73801371463778,0.193112634959754
"10","SI_485",10,13.4716363636364,-17.2037684946933,0.479010268785052,0.0479010268785052,-0.857590190205106,-0.0857590190205106
"11","SI_486",11,14.5316363636364,-17.3849257601553,0.720911494906244,0.0655374086278404,0.39617177960985,0.0360156163281682
"12","SI_487",12,13.6146363636364,-17.5749442934072,0.319696845452207,0.0266414037876839,-1.69118358646909,-0.140931965539091
"13","SI_488",2,14.1066363636364,-17.2506468089508,0.689962621001216,0.344981310500608,0.254635252876393,0.127317626438197
"14","SI_489",3,13.9236363636364,-17.1627981301298,0.842551776466117,0.280850592155372,0.710249638758641,0.236749879586214
"15","SI_490",4,13.8346363636364,-17.568717640897,0.925311996379283,0.231327999094821,1.23445290511486,0.308613226278715
"16","SI_491",5,13.2446363636364,-16.6678561178258,0.400043225617906,0.0800086451235812,-1.06385027681028,-0.212770055362056
"17","SI_492",9,13.9366363636364,-17.7598349613623,0.945226174295889,0.105025130477321,1.37080825742402,0.152312028602669
"18","SI_493",10,13.6746363636364,-10.9401231926319,0.440302624263165,0.0440302624263165,-0.493592126682574,-0.0493592126682574
"19","SI_494",11,13.8826363636364,-9.56802531194093,0.711514761603603,0.0646831601457821,0.951626574239579,0.0865115067490526
"20","SI_495",12,13.5756363636364,-14.0794251376506,0.584184714924701,0.0486820595770584,-0.0762197425034401,-0.00635164520862
"21","SI_496",2,14.4986363636364,-9.76619784374702,0.451078694564358,0.225539347282179,-0.524514691500576,-0.262257345750288
"22","SI_497",3,13.9606363636364,-10.2025833302288,0.740480838573212,0.246826946191071,0.941346466254871,0.31378215541829
"23","SI_498",4,13.9836363636364,-8.44957369527855,0.719445949345282,0.179861487336321,0.904255836646045,0.226063959161511
"24","SI_499",5,14.0366363636364,-10.5384188245247,0.848758792959604,0.169751758591921,1.34177723247521,0.268355446495041
