"","sampleID","sample.mass","d15N","d13C","Amt.N","per.N","Amt.C","per.C"
"1","SI_741",9,14.1349090909091,-12.9255190999662,0.94011264173736,0.10445696019304,1.64812500308669,0.183125000342965
"2","SI_742",10,13.7299090909091,-14.6314292351155,0.860889293795918,0.0860889293795918,2.19583115820083,0.219583115820083
"3","SI_743",11,13.8929090909091,-12.6515837621612,0.793580394665982,0.072143672242362,1.44176092043762,0.131069174585238
"4","SI_744",12,13.4889090909091,-14.2572560437134,1.08432389228702,0.0903603243572515,2.3735679607648,0.197797330063733
"5","SI_745",2,13.4299090909091,-13.3530536686281,0.979182749853014,0.489591374926507,1.76977273271039,0.884886366355194
"6","SI_746",3,13.7469090909091,-14.8360599631377,0.5438411689287,0.1812803896429,0.226303425526785,0.075434475175595
"7","SI_747",4,13.3009090909091,-12.8476050825796,1.04084389078009,0.260210972695023,2.43308065244298,0.608270163110745
"8","SI_748",5,13.9329090909091,-14.2081144389884,1.18451357547468,0.236902715094936,2.73093548264137,0.546187096528275
"9","SI_749",9,13.8039090909091,-16.4709989286817,0.847504880520655,0.0941672089467394,1.3949229023849,0.154991433598322
"10","SI_750",10,13.4049090909091,-14.4015621632732,1.02869734231641,0.102869734231642,2.2042809406178,0.22042809406178
"11","SI_751",11,13.4219090909091,-13.6443665238672,1.06970161420017,0.0972456012909245,2.70951965479145,0.246319968617405
"12","SI_752",12,13.7609090909091,-13.7737680138221,1.04525378417136,0.0871044820142804,2.73115401149699,0.227596167624749
"13","SI_753",2,13.4949090909091,-14.2823939204359,1.04107599043227,0.520537995216133,2.82898209585904,1.41449104792952
"14","SI_754",3,13.7139090909091,-13.7845702904194,1.14552083390975,0.381840277969918,2.71585699160418,0.905285663868061
"15","SI_755",4,13.7349090909091,-15.0857187886415,0.847582247071379,0.211895561767845,2.34180843374927,0.585452108437317
"16","SI_756",5,13.3609090909091,-13.0579596132319,0.854854702839441,0.170970940567888,1.35194556078131,0.270389112156263
"17","SI_757",9,13.7369090909091,-16.3885333400257,0.800233918028251,0.0889148797809168,3.22670461307186,0.358522734785762
"18","SI_758",10,13.6419090909091,-14.8613932541918,0.852843172520615,0.0852843172520615,1.33286070739125,0.133286070739125
"19","SI_759",11,14.0329090909091,-13.9440228778939,0.86777491681036,0.0788886288009418,1.56530256680995,0.142300233346359
"20","SI_760",12,14.1059090909091,-14.3386964763377,1.09368524492463,0.0911404370770525,2.5907128002907,0.215892733357558
"21","SI_761",2,13.5479090909091,-14.1582181354266,0.927192427766442,0.463596213883221,1.51190868308889,0.755954341544444
"22","SI_762",3,13.9249090909091,-13.8857391586193,0.86738808405674,0.289129361352247,1.58169223098081,0.52723074366027
"23","SI_763",4,13.1419090909091,-14.8191499907301,1.07008844695379,0.267522111738447,2.13945071345307,0.534862678363268
"24","SI_764",5,14.0029090909091,-14.212118311547,0.885491856926171,0.177098371385234,1.98830158832183,0.397660317664366
