"","sampleID","sample.mass","d15N","d13C","Amt.N","per.N","Amt.C","per.C"
"1","SI_428",9,11.737,-8.41523959878411,0.427620835804743,0.047513426200527,3.02228389652375,0.335809321835972
"2","SI_429",10,9.265,-8.37710861063133,0.470507031290648,0.0470507031290648,2.95266140793183,0.295266140793183
"3","SI_430",11,9.224,-8.68174386350806,0.876693526467497,0.0796994114970452,4.3945856813099,0.399507789209991
"4","SI_431",12,10.703,-12.2668308467494,0.480612399192499,0.0400510332660416,2.54514971425498,0.212095809521248
"5","SI_432",2,10.249,-11.968797886408,0.132922017398724,0.066461008699362,1.1232241835807,0.561612091790348
"6","SI_433",3,10.511,-12.0908719135465,0.54559895212229,0.181866317374097,3.92871944735558,1.30957314911853
"7","SI_434",4,9.357,-8.37216370850787,0.648460095318369,0.162115023829592,3.54493760509592,0.88623440127398
"8","SI_435",5,10.406,-11.2669721150386,0.362880755262802,0.0725761510525604,3.56807047911896,0.713614095823792
"9","SI_436",9,8.881,-10.4536875790649,0.46179834025328,0.0513109266948089,2.91915605168555,0.324350672409506
"10","SI_437",10,8.896,-10.0035543018034,0.557676099126942,0.0557676099126942,3.2423446884397,0.32423446884397
"11","SI_438",11,8.907,-8.29409550950343,0.592675178201646,0.0538795616546951,4.31847106355667,0.392588278505152
"12","SI_439",12,13.381,-11.1477542394611,1.93570321959646,0.161308601633038,5.43399794668708,0.452833162223923
"13","SI_440",2,13.248,-11.6256803799905,2.19491001415207,1.09745500707604,6.40356385694953,3.20178192847476
"14","SI_441",3,13.584,-11.2106225578749,2.43752100125912,0.812507000419706,7.47163103724557,2.49054367908186
"15","SI_442",4,12.855,-11.5299980128101,2.05869294113362,0.514673235283406,5.63801497113544,1.40950374278386
"16","SI_443",5,13.712,-11.33459007528,1.97620684866648,0.395241369733296,5.61189721014168,1.12237944202834
"17","SI_444",9,13.388,-10.9089350999876,2.30623337599767,0.25624815288863,6.92808311987839,0.769787013319821
"18","SI_445",10,13.338,-10.9155298977503,2.17814989177827,0.217814989177827,6.26237870323471,0.626237870323471
"19","SI_446",11,13.715,-10.6259136227672,2.46315412959552,0.223923102690502,7.51297172178997,0.682997429253633
"20","SI_447",12,14.002,-18.1794143987621,0.59702952372033,0.0497524603100275,0.0838865403777878,0.00699054503148231
"21","SI_448",2,9.857,-10.7159569354113,0.406342052987024,0.203171026493512,3.09436891686651,1.54718445843326
"22","SI_449",3,9.813,-11.7550200455401,0.467549362636448,0.155849787545483,3.15026092539315,1.05008697513105
"23","SI_450",4,13.593,-11.8283058770331,1.15619321428943,0.289048303572358,2.37284711387047,0.593211778467617
"24","SI_451",5,13.899,-10.8283761821263,0.855332586187161,0.171066517237432,1.06763066375113,0.213526132750227
