Row,Analysis,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
1,37268,Dummy,A,1,0.467,N2,1,1,47.4,27.4,10.9,3722,68701,68.701,7.0,2449,45225,0.497,0.6582789,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
1,37268,Dummy,A,1,0.467,N2,2,0,216.9,90.3,11.6,1023,27080,27.08,7.5,682,18039,0.198,0.6661195,0.007444,11.911,11.911,0.003722,11.911,,,,,,,,,,,,,,,,,,,,,,,,
1,37268,Dummy,A,1,0.467,CO2,3,0,366,112,,,,,,,,,,,,,,,-0.2,5253,148540,148.54,-0.4,5524,155836,1.714,0.7,7502,0.637,212295,1.049115,0.0118732,-9.32,-9.32,1.4292118,0.0039951,-6.084,-6.084,0.011071,-9.765,0.001993,-6.069
1,37268,Dummy,A,1,0.467,CO2,4,1,525.4,41.4,,,,,,,,,,,,,,,2.8,5217,96562,96.562,2.7,5523,102258,1.125,5.0,7499,0.417,138853,1.058985,0.0119849,0,0,1.4379605,0.0040196,0,0,0.0111802,0,0.0020052,0
2,37269,Blank,A,2,0,N2,1,1,47.7,27.2,11.9,3724,68696,68.696,8.0,2451,45221,0.497,0.658268,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
2,37269,Blank,A,2,0,CO2,2,1,525.4,39.7,,,,,,,,,,,,,,,-0.1,5215,96573,96.573,-0.3,5521,102277,1.125,0.9,7498,0.417,138884,1.0590577,0.0119849,0,0,1.4381154,0.0040196,0,0,0.0111802,0,0.0020052,0
3,37270,GA1_QTY_0.14,A,3,0.181,N2,1,1,47.4,27.2,11.6,3721,68658,68.658,7.7,2451,45243,0.498,0.6589548,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
3,37270,GA1_QTY_0.14,A,3,0.181,N2,2,0,217.8,79,12.2,291,7711,7.711,8.0,191,5059,0.056,0.6560447,0.0073239,-4.416,-4.416,0.003662,-4.416,,,,,,,,,,,,,,,,,,,,,,,,
3,37270,GA1_QTY_0.14,A,3,0.181,CO2,3,0,369.9,99.3,,,,,,,,,,,,,,,-0.1,1765,49370,49.37,-0.3,1842,51473,0.566,0.9,2529,0.212,70776,1.0426129,0.011798,-15.595,-15.595,1.4335917,0.0040073,-3.046,-3.046,0.0109946,-16.605,0.0019992,-3.012
3,37270,GA1_QTY_0.14,A,3,0.181,CO2,4,1,525.4,40.1,,,,,,,,,,,,,,,0.5,5220,96766,96.766,0.3,5526,102487,1.127,1.8,7503,0.417,139146,1.0591297,0.0119849,0,0,1.4379719,0.0040196,0,0,0.0111802,0,0.0020052,0
4,37271,GA1_QTY_0.56,A,4,0.59,N2,1,1,47.4,27.4,11.8,3725,68720,68.72,7.8,2452,45239,0.498,0.6583129,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
4,37271,GA1_QTY_0.56,A,4,0.59,N2,2,0,217.4,89.2,12.4,980,25593,25.593,8.1,643,16779,0.185,0.6556184,0.0073263,-4.093,-4.093,0.0036631,-4.093,,,,,,,,,,,,,,,,,,,,,,,,
4,37271,GA1_QTY_0.56,A,4,0.59,CO2,3,0,365.5,111.6,,,,,,,,,,,,,,,-0.0,5756,161019,161.019,-0.3,6015,167818,1.846,1.0,8211,0.69,229951,1.0422248,0.0117939,-15.935,-15.935,1.4280969,0.0039924,-6.755,-6.755,0.010992,-16.832,0.0019917,-6.725
4,37271,GA1_QTY_0.56,A,4,0.59,CO2,4,1,525.4,41,,,,,,,,,,,,,,,1.7,5214,96700,96.7,1.5,5519,102415,1.127,3.5,7493,0.417,139036,1.0591019,0.0119849,0,0,1.4378092,0.0040196,0,0,0.0111802,0,0.0020052,0
5,37272,GA1_QTY_0.70,A,5,0.703,N2,1,1,47.4,27.2,12.0,3729,68794,68.794,8.1,2457,45335,0.499,0.6589928,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
5,37272,GA1_QTY_0.70,A,5,0.703,N2,2,0,217.8,91.3,12.5,1171,30623,30.623,8.3,769,20096,0.221,0.6562564,0.0073259,-4.152,-4.152,0.0036629,-4.152,,,,,,,,,,,,,,,,,,,,,,,,
5,37272,GA1_QTY_0.70,A,5,0.703,CO2,3,0,364.9,113.9,,,,,,,,,,,,,,,0.1,6866,192787,192.787,-0.1,7179,200911,2.21,1.2,9783,0.825,275002,1.0421422,0.0117922,-16.075,-16.075,1.4264562,0.0039882,-7.804,-7.804,0.0109908,-16.943,0.0019896,-7.775
5,37272,GA1_QTY_0.70,A,5,0.703,CO2,4,1,525.4,41,,,,,,,,,,,,,,,1.9,5216,96721,96.721,1.8,5521,102444,1.127,3.9,7495,0.417,139053,1.0591688,0.0119849,0,0,1.4376757,0.0040196,0,0,0.0111802,0,0.0020052,0
6,37273,SAL_Std_01,A,6,0.434,N2,1,1,47.4,27.4,12.1,3736,68985,68.985,8.1,2460,45419,0.5,0.6583965,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
6,37273,SAL_Std_01,A,6,0.434,N2,2,0,218.2,89.2,12.6,945,24891,24.891,8.4,630,16581,0.182,0.6661395,0.0074429,11.76,11.76,0.0037215,11.76,,,,,,,,,,,,,,,,,,,,,,,,
6,37273,SAL_Std_01,A,6,0.434,CO2,3,0,367.2,110.6,,,,,,,,,,,,,,,0.1,4889,137435,137.435,-0.1,5142,144197,1.586,1.3,6977,0.589,196307,1.0492037,0.0118722,-9.403,-9.403,1.4283656,0.0039934,-6.506,-6.506,0.0110702,-9.839,0.0019922,-6.491
