Row,Analysis,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
1,37231,Dummy,B,1,0.439,N2,1,1,47.4,27.4,10.5,3780,69691,69.691,6.6,2489,45891,0.505,0.6584975,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
1,37231,Dummy,B,1,0.439,N2,2,0,217.6,84.2,11.2,347,9689,9.689,7.0,231,6452,0.071,0.6659656,0.0074398,11.341,11.341,0.0037199,11.341,,,,,,,,,,,,,,,,,,,,,,,,
1,37231,Dummy,B,1,0.439,CO2,3,0,369.7,106.8,,,,,,,,,,,,,,,-0.3,2174,63591,63.591,-0.6,2308,67461,0.742,0.4,3119,0.274,91268,1.0608658,0.0119844,-0.041,-0.041,1.435245,0.0040133,-1.565,-1.565,0.0111804,0.014,0.0020021,-1.567
1,37231,Dummy,B,1,0.439,CO2,4,1,525.4,40.3,,,,,,,,,,,,,,,0.4,5230,96346,96.346,0.2,5546,102214,1.124,1.5,7516,0.415,138497,1.0609097,0.0119849,0,0,1.4374954,0.0040196,0,0,0.0111802,0,0.0020052,0
2,37232,Blank,B,2,0,N2,1,1,47.4,27,11.2,3776,69597,69.597,7.2,2486,45823,0.504,0.6584108,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
2,37232,Blank,B,2,0,CO2,2,1,525.4,40.8,,,,,,,,,,,,,,,-0.2,5223,96734,96.734,-0.5,5533,102494,1.127,0.5,7511,0.417,139119,1.059548,0.0119849,0,0,1.4381629,0.0040196,0,0,0.0111802,0,0.0020052,0
3,37233,GA1_QTY_0.14,B,3,0.139,N2,1,1,47.4,27.2,11.3,3774,69618,69.618,7.3,2488,45910,0.505,0.6594493,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
3,37233,GA1_QTY_0.14,B,3,0.139,N2,2,0,216.7,78,11.8,221,5935,5.935,7.6,145,3898,0.043,0.6568692,0.0073276,-3.913,-3.913,0.0036638,-3.913,,,,,,,,,,,,,,,,,,,,,,,,
3,37233,GA1_QTY_0.14,B,3,0.139,CO2,3,0,369.7,98.4,,,,,,,,,,,,,,,-0.2,1331,37660,37.66,-0.4,1389,39273,0.432,0.6,1909,0.162,54040,1.0428306,0.0117984,-15.561,-15.561,1.434923,0.0040106,-2.232,-2.232,0.0109946,-16.599,0.0020008,-2.197
3,37233,GA1_QTY_0.14,B,3,0.139,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,0.3,5221,96850,96.85,0.0,5529,102594,1.129,1.3,7506,0.418,139283,1.0593144,0.0119849,0,0,1.4381324,0.0040196,0,0,0.0111802,0,0.0020052,0
4,37234,GA1_QTY_0.56,B,4,0.551,N2,1,1,47.4,27.4,11.5,3781,69799,69.799,7.5,2491,45997,0.506,0.6589863,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
4,37234,GA1_QTY_0.56,B,4,0.551,N2,2,0,216.7,90.5,12.0,901,23873,23.873,7.8,592,15664,0.172,0.6561467,0.0073247,-4.309,-4.309,0.0036624,-4.309,,,,,,,,,,,,,,,,,,,,,,,,
4,37234,GA1_QTY_0.56,B,4,0.551,CO2,3,0,365.8,114.3,,,,,,,,,,,,,,,-0.2,5332,150807,150.807,-0.4,5571,157208,1.729,0.8,7624,0.648,215874,1.0424491,0.0117944,-15.89,-15.89,1.4314628,0.0040016,-4.472,-4.472,0.0109916,-16.869,0.0019963,-4.439
4,37234,GA1_QTY_0.56,B,4,0.551,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,1.4,5235,97026,97.026,1.3,5543,102778,1.131,3.0,7524,0.419,139513,1.0592815,0.0119849,0,0,1.4378935,0.0040196,0,0,0.0111802,0,0.0020052,0
5,37235,GA1_QTY_0.70,B,5,0.716,N2,1,1,47.4,27,11.7,3768,69498,69.498,7.7,2483,45803,0.504,0.6590566,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
5,37235,GA1_QTY_0.70,B,5,0.716,N2,2,0,216.7,92.8,12.2,1183,31136,31.136,7.9,777,20434,0.225,0.6562972,0.0073256,-4.187,-4.187,0.0036628,-4.187,,,,,,,,,,,,,,,,,,,,,,,,
5,37235,GA1_QTY_0.70,B,5,0.716,CO2,3,0,364.1,118.1,,,,,,,,,,,,,,,-0.0,6940,196380,196.38,-0.3,7258,204704,2.252,1.0,9906,0.842,280653,1.0423864,0.0117946,-15.878,-15.878,1.42913,0.0039952,-6.05,-6.05,0.0109924,-16.797,0.0019931,-6.019
5,37235,GA1_QTY_0.70,B,5,0.716,CO2,4,1,525.4,41.4,,,,,,,,,,,,,,,1.8,5231,97008,97.008,1.6,5538,102751,1.13,3.6,7518,0.418,139481,1.0592047,0.0119849,0,0,1.4378292,0.0040196,0,0,0.0111802,0,0.0020052,0
6,37236,GA2_Std_01,B,6,0.589,N2,1,1,47.4,27.4,11.9,3768,69518,69.518,7.9,2483,45816,0.504,0.6590477,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
6,37236,GA2_Std_01,B,6,0.589,N2,2,0,216.5,92,12.3,968,25620,25.62,8.1,635,16795,0.185,0.6555547,0.0073174,-5.3,-5.3,0.0036587,-5.3,,,,,,,,,,,,,,,,,,,,,,,,
6,37236,GA2_Std_01,B,6,0.589,CO2,3,0,364.9,116.2,,,,,,,,,,,,,,,0.1,5694,161192,161.192,-0.2,6033,170351,1.874,1.1,8132,0.691,230488,1.0568222,0.0119569,-2.334,-2.334,1.4298991,0.0039976,-5.456,-5.456,0.0111545,-2.299,0.0019943,-5.457
6,37236,GA2_Std_01,B,6,0.589,CO2,4,1,525.4,40.8,,,,,,,,,,,,,,,1.6,5229,96960,96.96,1.4,5536,102709,1.13,3.3,7516,0.418,139403,1.0592948,0.0119849,0,0,1.4377436,0.0040196,0,0,0.0111802,0,0.0020052,0
7,37237,SAL_Std_01,B,7,0.475,N2,1,1,47.4,27.2,11.9,3753,69216,69.216,7.9,2474,45645,0.502,0.6594589,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
7,37237,SAL_Std_01,B,7,0.475,N2,2,0,216.7,93.2,12.3,1018,27374,27.374,8.1,680,18265,0.201,0.6672427,0.0074432,11.803,11.803,0.0037216,11.803,,,,,,,,,,,,,,,,,,,,,,,,
7,37237,SAL_Std_01,B,7,0.475,CO2,3,0,365.8,115.8,,,,,,,,,,,,,,,0.1,5257,150394,150.394,-0.1,5530,157825,1.736,1.1,7508,0.645,214990,1.0494099,0.0118722,-9.399,-9.399,1.4295119,0.0039967,-5.699,-5.699,0.0110699,-9.864,0.0019938,-5.683
7,37237,SAL_Std_01,B,7,0.475,CO2,4,1,525.4,40.8,,,,,,,,,,,,,,,1.4,5228,97019,97.019,1.2,5536,102778,1.131,3.1,7514,0.418,139484,1.0593666,0.0119849,0,0,1.4377054,0.0040196,0,0,0.0111802,0,0.0020052,0
8,37238,GA1_Std_01,B,8,0.578,N2,1,1,47.4,27.2,11.9,3749,69197,69.197,7.9,2468,45565,0.501,0.658492,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
8,37238,GA1_Std_01,B,8,0.578,N2,2,0,216.3,91.8,12.4,958,25304,25.304,8.1,628,16594,0.183,0.6557877,0.0073262,-4.107,-4.107,0.0036631,-4.107,,,,,,,,,,,,,,,,,,,,,,,,
