Row,Analysis,Date,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
1,41866,11/17/22,Dummy,A,1,0.601,N2,1,1,47.4,26.8,12.4,3384,62355,62.355,8.1,2229,41085,0.452,0.6588819,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
1,41866,11/17/22,Dummy,A,1,0.601,N2,2,0,215.3,77.5,13.4,1586,34981,34.981,8.7,1058,23321,0.257,0.6666789,0.0074435,11.834,11.834,0.0037217,11.834,,,,,,,,,,,,,,,,,,,,,,,,
1,41866,11/17/22,Dummy,A,1,0.601,CO2,3,0,368,99.7,,,,,,,,,,,,,,,0.5,7797,194681,194.681,-0.1,8247,204842,2.253,1.7,11209,0.84,280138,1.0521937,0.0118782,-8.896,-8.896,1.4389594,0.0040341,3.617,3.617,0.0110721,-9.671,0.0020125,3.643
1,41866,11/17/22,Dummy,A,1,0.601,CO2,4,1,525.2,41.4,,,,,,,,,,,,,,,2.1,5396,99855,99.855,1.6,5725,106010,1.166,4.1,7733,0.43,143169,1.0616378,0.0119849,0,0,1.4337729,0.0040196,0,0,0.0111802,0,0.0020052,0
2,41867,11/17/22,Blank,A,2,0,N2,1,1,47.4,26.8,13.3,3381,62306,62.306,9.1,2226,41026,0.451,0.6584543,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
2,41867,11/17/22,Blank,A,2,0,CO2,2,1,525.2,41.6,,,,,,,,,,,,,,,0.7,5394,99748,99.748,0.1,5724,105905,1.165,1.9,7736,0.429,143082,1.0617204,0.0119849,0,0,1.4344269,0.0040196,0,0,0.0111802,0,0.0020052,0
3,41868,11/17/22,GA1_QTY_0.14,A,3,0.182,N2,1,1,47.4,26.8,13.1,3383,62350,62.35,8.8,2227,41050,0.452,0.6583741,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
3,41868,11/17/22,GA1_QTY_0.14,A,3,0.182,N2,2,0,215.1,67.5,13.8,357,7968,7.968,9.1,235,5227,0.057,0.6559841,0.0073297,-3.63,-3.63,0.0036648,-3.63,,,,,,,,,,,,,,,,,,,,,,,,
3,41868,11/17/22,GA1_QTY_0.14,A,3,0.182,CO2,3,0,373.3,86.5,,,,,,,,,,,,,,,0.6,2084,50930,50.93,0.0,2181,53244,0.586,1.9,3004,0.22,73490,1.0454334,0.0118025,-15.216,-15.216,1.4429496,0.0040434,5.934,5.934,0.0109954,-16.532,0.0020172,5.978
3,41868,11/17/22,GA1_QTY_0.14,A,3,0.182,CO2,4,1,525.2,41.4,,,,,,,,,,,,,,,1.1,5393,99794,99.794,0.6,5722,105940,1.165,2.7,7733,0.429,143149,1.0615862,0.0119849,0,0,1.4344371,0.0040196,0,0,0.0111802,0,0.0020052,0
4,41869,11/17/22,GA1_QTY_0.56,A,4,0.553,N2,1,1,47.4,26.8,13.3,3384,62418,62.418,9.0,2227,41094,0.452,0.6583796,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
4,41869,11/17/22,GA1_QTY_0.56,A,4,0.553,N2,2,0,215.3,74.6,14.0,1109,24379,24.379,9.3,728,15984,0.176,0.6556365,0.0073257,-4.166,-4.166,0.0036629,-4.166,,,,,,,,,,,,,,,,,,,,,,,,
4,41869,11/17/22,GA1_QTY_0.56,A,4,0.553,CO2,3,0,368.9,97.2,,,,,,,,,,,,,,,0.7,6262,154593,154.593,0.1,6572,161573,1.777,2.0,9022,0.669,222931,1.0451509,0.0118004,-15.389,-15.389,1.4420508,0.0040412,5.391,5.391,0.0109935,-16.698,0.0020161,5.434
4,41869,11/17/22,GA1_QTY_0.56,A,4,0.553,CO2,4,1,525.2,41.6,,,,,,,,,,,,,,,1.9,5393,99903,99.903,1.3,5721,106045,1.167,3.8,7733,0.43,143293,1.0614859,0.0119849,0,0,1.4343189,0.0040196,0,0,0.0111802,0,0.0020052,0
5,41870,11/17/22,GA1_QTY_0.70,A,5,0.725,N2,1,1,47.4,26.8,13.6,3382,62360,62.36,9.2,2226,41060,0.452,0.6584421,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
5,41870,11/17/22,GA1_QTY_0.70,A,5,0.725,N2,2,0,215.3,76.3,14.2,1465,32025,32.025,9.4,962,21002,0.231,0.6557972,0.0073269,-4.017,-4.017,0.0036634,-4.017,,,,,,,,,,,,,,,,,,,,,,,,
5,41870,11/17/22,GA1_QTY_0.70,A,5,0.725,CO2,3,0,367,100.5,,,,,,,,,,,,,,,0.7,8179,202961,202.961,0.1,8595,212100,2.333,2.1,11767,0.877,292240,1.0450294,0.0117997,-15.446,-15.446,1.4398842,0.0040354,3.938,3.938,0.0109934,-16.705,0.0020132,3.98
